fluorimeter number,site,substrate ,sample.type,rep,RFU,time,date,exp.time,exp.date,year,when,treatment,fluorimeter
2,PP,2,whole,1,267578.9,14:48,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,2,whole,2,261449.06,14:48,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,2,whole,3,239756.98,14:49,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,2,whole,k,210307.07,14:49,6/2/2016,13:42,6/2/2016,2016,PEEC2016,killed,UT
2,PP,3,whole,1,378562.65,14:50,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,3,whole,2,387621.96,14:50,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,3,whole,3,363555.21,14:50,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,3,whole,k,181069.14,14:51,6/2/2016,13:42,6/2/2016,2016,PEEC2016,killed,UT
2,PP,4,whole,1,234064.76,14:51,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,4,whole,2,252234.34,14:51,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,4,whole,3,235029.96,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,4,whole,k,223169.7,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2016,killed,UT
2,PP,5,whole,1,298097.06,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,5,whole,2,321007.84,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,5,whole,3,249864.68,14:52,6/2/2016,13:42,6/2/2016,2016,PEEC2016,live,UT
2,PP,5,whole,k,183052.26,14:53,6/2/2016,13:42,6/2/2016,2016,PEEC2016,killed,UT
