site,substrate,rep,treatment,time,RFU,year,fluorimeter,when
LECONTEPEAK,4,1,live,14:42,126086.55,2015,UT,TN2015
LECONTEPEAK,4,2,live,14:42,129377.22,2015,UT,TN2015
LECONTEPEAK,4,3,live,14:42,127267.92,2015,UT,TN2015
LECONTEPEAK,4,kill,killed,14:43,126467.78,2015,UT,TN2015
LECONTEPEAK,5,1,live,14:43,209675.81,2015,UT,TN2015
LECONTEPEAK,5,2,live,14:44,241820.23,2015,UT,TN2015
LECONTEPEAK,5,3,live,14:44,201481.45,2015,UT,TN2015
LECONTEPEAK,5,kill,killed,14:45,197697.92,2015,UT,TN2015
LECONTEPEAK,1,1,live,14:55,136321.01,2015,UT,TN2015
LECONTEPEAK,1,2,live,14:55,135036.26,2015,UT,TN2015
LECONTEPEAK,1,3,live,14:55,133041.01,2015,UT,TN2015
LECONTEPEAK,1,kill,killed,14:55,133761.51,2015,UT,TN2015
LECONTEPEAK,2,1,live,14:56,135703.39,2015,UT,TN2015
LECONTEPEAK,2,2,live,14:56,133411.81,2015,UT,TN2015
LECONTEPEAK,2,3,live,14:56,127881.57,2015,UT,TN2015
LECONTEPEAK,2,kill,killed,14:57,126530.5,2015,UT,TN2015
LECONTEPEAK,3,1,live,14:57,121408.83,2015,UT,TN2015
LECONTEPEAK,3,2,live,14:58,106503.5,2015,UT,TN2015
LECONTEPEAK,3,3,live,14:58,106061,2015,UT,TN2015
LECONTEPEAK,3,kill,killed,14:59,102022.45,2015,UT,TN2015
LECONTEPEAK,4,1,live,14:59,126255.27,2015,UT,TN2015
LECONTEPEAK,4,2,live,14:59,127713.18,2015,UT,TN2015
LECONTEPEAK,4,3,live,14:59,126954.18,2015,UT,TN2015
LECONTEPEAK,4,kill,killed,15:00,124995.35,2015,UT,TN2015
LECONTEPEAK,5,1,live,15:00,211666.25,2015,UT,TN2015
LECONTEPEAK,5,2,live,15:00,237703.85,2015,UT,TN2015
LECONTEPEAK,5,3,live,15:00,199313.59,2015,UT,TN2015
LECONTEPEAK,5,kill,killed,15:01,196368.56,2015,UT,TN2015
LECONTEPEAK,1,1,live,15:15,137936.79,2015,UT,TN2015
LECONTEPEAK,1,2,live,15:15,136652.31,2015,UT,TN2015
LECONTEPEAK,1,3,live,15:15,134380.51,2015,UT,TN2015
LECONTEPEAK,1,kill,killed,15:15,134708.71,2015,UT,TN2015
LECONTEPEAK,2,1,live,15:15,139828.29,2015,UT,TN2015
LECONTEPEAK,2,2,live,15:16,137501.1,2015,UT,TN2015
LECONTEPEAK,2,3,live,15:16,131888.04,2015,UT,TN2015
LECONTEPEAK,2,kill,killed,15:16,129390.57,2015,UT,TN2015
LECONTEPEAK,3,1,live,15:17,121438.69,2015,UT,TN2015
LECONTEPEAK,3,2,live,15:17,108857.32,2015,UT,TN2015
LECONTEPEAK,3,3,live,15:17,107592.67,2015,UT,TN2015
LECONTEPEAK,3,kill,killed,15:18,102268.47,2015,UT,TN2015
LECONTEPEAK,4,1,live,15:18,126841.06,2015,UT,TN2015
LECONTEPEAK,4,2,live,15:18,129550.38,2015,UT,TN2015
LECONTEPEAK,4,3,live,15:18,128431.83,2015,UT,TN2015
LECONTEPEAK,4,kill,killed,15:19,126619.69,2015,UT,TN2015
LECONTEPEAK,5,1,live,15:19,210999.26,2015,UT,TN2015
LECONTEPEAK,5,2,live,15:19,241224.29,2015,UT,TN2015
LECONTEPEAK,5,3,live,15:19,207198.82,2015,UT,TN2015
LECONTEPEAK,5,kill,killed,15:19,200677.32,2015,UT,TN2015
LECONTEPEAK,1,1,live,15:33,138269.67,2015,UT,TN2015
LECONTEPEAK,1,2,live,15:33,136305.89,2015,UT,TN2015
LECONTEPEAK,1,3,live,15:33,134648.18,2015,UT,TN2015
LECONTEPEAK,1,kill,killed,15:33,134425.9,2015,UT,TN2015
LECONTEPEAK,2,1,live,15:33,141982.87,2015,UT,TN2015
LECONTEPEAK,2,2,live,15:33,139613.04,2015,UT,TN2015
LECONTEPEAK,2,3,live,15:34,133494.29,2015,UT,TN2015
LECONTEPEAK,2,kill,killed,15:34,131918.4,2015,UT,TN2015
LECONTEPEAK,3,1,live,15:34,122364.93,2015,UT,TN2015
LECONTEPEAK,3,2,live,15:35,109090.5,2015,UT,TN2015
LECONTEPEAK,3,3,live,15:35,107983.88,2015,UT,TN2015
LECONTEPEAK,3,kill,killed,15:35,100824.68,2015,UT,TN2015
LECONTEPEAK,4,1,live,15:35,127403.57,2015,UT,TN2015
LECONTEPEAK,4,2,live,15:36,131173.51,2015,UT,TN2015
LECONTEPEAK,4,3,live,15:36,129070.25,2015,UT,TN2015
LECONTEPEAK,4,kill,killed,15:36,125632.75,2015,UT,TN2015
LECONTEPEAK,5,1,live,15:36,214268.64,2015,UT,TN2015
LECONTEPEAK,5,2,live,15:36,247705.07,2015,UT,TN2015
LECONTEPEAK,5,3,live,15:37,207640.78,2015,UT,TN2015
LECONTEPEAK,5,kill,killed,15:37,199214.87,2015,UT,TN2015
LECONTEPEAK,1,1,live,15:50,138315.12,2015,UT,TN2015
LECONTEPEAK,1,2,live,15:50,137151.35,2015,UT,TN2015
LECONTEPEAK,1,3,live,15:50,135378.92,2015,UT,TN2015
LECONTEPEAK,1,kill,killed,15:50,134152.78,2015,UT,TN2015
LECONTEPEAK,2,1,live,15:51,146087.31,2015,UT,TN2015
LECONTEPEAK,2,2,live,15:51,143527.92,2015,UT,TN2015
LECONTEPEAK,2,3,live,15:51,134350.17,2015,UT,TN2015
LECONTEPEAK,2,kill,killed,15:52,134736.29,2015,UT,TN2015
LECONTEPEAK,3,1,live,15:52,125608.25,2015,UT,TN2015
LECONTEPEAK,3,2,live,15:52,111408.07,2015,UT,TN2015
LECONTEPEAK,3,3,live,15:53,110913.19,2015,UT,TN2015
LECONTEPEAK,3,kill,killed,15:53,101755.38,2015,UT,TN2015
LECONTEPEAK,4,1,live,15:53,131300.01,2015,UT,TN2015
LECONTEPEAK,4,2,live,15:53,132677.57,2015,UT,TN2015
LECONTEPEAK,4,3,live,15:53,132008.67,2015,UT,TN2015
LECONTEPEAK,4,kill,killed,15:54,128035.1,2015,UT,TN2015
LECONTEPEAK,5,1,live,15:54,218800.79,2015,UT,TN2015
LECONTEPEAK,5,2,live,15:54,247759.84,2015,UT,TN2015
LECONTEPEAK,5,3,live,15:55,207543.39,2015,UT,TN2015
LECONTEPEAK,5,kill,killed,15:55,196526.46,2015,UT,TN2015
