site,substrate,treatment,volume,rep,time,RFU,std,temp,fluorimeter,year,when,fluorophore
BS,1,live,0,,15:21,965.7,809.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,5,,15:22,64971,809.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,10,,15:23,82265,809.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,25,,15:24,89041,809.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,40,1,15:25,166275,809.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,40,2,15:25,120759,809.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,40,3,15:25,119187,809.6,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,0,,15:26,651,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,5,,15:27,877.3,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,10,,15:27,1171,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,15,,15:28,1492,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,20,,15:28,1821,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,25,,15:28,2082,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,30,,15:28,2425,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,40,1,15:29,2936,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,40,2,15:29,3033,812.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,40,3,15:29,3006,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,0,,15:30,758.9,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,5,,15:30,6789,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,10,,15:31,9901,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,15,,15:31,12134,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,25,,15:32,15507,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,30,,15:32,20038,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,40,1,15:32,22835,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,40,2,15:32,20800,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,live,40,3,15:33,21719,813.1,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,0,,15:33,656.4,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,5,,15:34,1155,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,10,,15:34,1675,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,15,,15:35,2182,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,20,,15:35,3077,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,25,,15:35,3071,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,30,,15:36,3470,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,40,1,15:36,4736,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,40,2,15:36,4819,814,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,40,3,15:37,4657,814,23.1,UT,2013,PEEC2013,AMC
BS,3,live,0,,15:37,753.2,812.3,23.1,UT,2013,PEEC2013,AMC
BS,3,live,5,,15:38,84723,812.3,23.1,UT,2013,PEEC2013,AMC
BS,3,live,10,,15:38,100719,812.3,23.1,UT,2013,PEEC2013,AMC
BS,3,live,15,,15:38,112799,812.3,23.1,UT,2013,PEEC2013,AMC
BS,3,live,40,1,15:40,105645,812.3,23.1,UT,2013,PEEC2013,AMC
BS,3,live,40,2,15:40,90005,812.3,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,0,,15:41,650.7,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,5,,15:41,995.3,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,10,,15:41,1208,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,15,,15:42,1385,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,20,,15:42,1679,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,25,,15:42,2075,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,30,,15:42,2258,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,40,1,15:43,2675,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,40,2,15:43,2690,816.1,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,40,3,15:43,2828,816.1,23.1,UT,2013,PEEC2013,AMC
BS,4,live,0,,15:44,757,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,5,,15:44,2087,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,10,,15:45,3154,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,20,,15:45,3161,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,25,,15:46,3238,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,30,,15:46,3743,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,40,1,15:46,5303,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,40,2,15:46,5146,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,live,40,3,15:47,5105,785.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,0,,15:47,674.4,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,5,,15:48,657.5,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,10,,15:48,2452,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,15,,15:48,2229,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,20,,15:48,2904,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,25,,15:48,3211,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,40,1,15:49,5818,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,40,2,15:49,5071,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,40,3,15:49,4545,618.4,23.1,UT,2013,PEEC2013,AMC
BS,5,live,15,,15:50,29707,809,23.1,UT,2013,PEEC2013,AMC
BS,5,live,20,,15:51,26907,809,23.1,UT,2013,PEEC2013,AMC
BS,5,live,25,,15:51,38565,809,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,0,,15:52,734.2,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,5,,15:52,2124,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,15,,15:53,2307,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,20,,15:53,4259,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,25,,15:54,3400,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,30,,15:54,4039,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,40,1,15:54,6003,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,40,2,15:54,5193,800.5,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,40,3,15:54,4989,800.5,23.1,UT,2013,PEEC2013,AMC
BS,1,live,0,,16:02,717.5,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,5,,16:03,107168,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,10,,16:04,132190,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,15,,16:04,191496,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,25,,16:05,144358,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,30,,16:05,128657,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,40,2,16:06,186954,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,live,40,3,16:06,187124,813.6,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,0,,16:06,653.3,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,5,,16:06,967.7,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,10,,16:07,1304,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,15,,16:07,1504,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,20,,16:08,1854,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,25,,16:08,2083,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,30,,16:08,2426,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,40,1,16:08,2976,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,40,2,16:09,3090,630.2,23.1,UT,2013,PEEC2013,AMC
BS,1,killed,40,3,16:09,3025,630.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,0,,16:09,715.4,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,5,,16:10,9479,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,10,,16:10,14325,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,15,,16:10,18293,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,20,,16:11,36543,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,25,,16:11,21816,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,30,,16:11,27658,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,40,1,16:11,31150,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,40,2,16:11,13210,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,live,40,3,16:12,29169,812.2,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,0,,16:12,655.4,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,5,,16:12,1162,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,10,,16:13,1702,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,15,,16:13,2191,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,20,,16:13,3076,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,25,,16:13,3047,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,30,,16:13,3493,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,40,1,16:14,4794,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,40,2,16:14,4807,811.6,23.1,UT,2013,PEEC2013,AMC
BS,2,killed,40,3,16:14,4684,811.6,23.1,UT,2013,PEEC2013,AMC
BS,3,live,0,,16:14,728.7,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,live,5,,16:15,134382,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,live,10,,16:15,159942,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,live,15,,16:15,176113,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,live,25,,16:16,124052,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,live,30,,16:16,121015,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,live,40,1,16:16,176988,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,live,40,2,16:17,146166,336.7,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,0,,16:17,652.9,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,5,,16:18,996.1,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,10,,16:18,1239,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,15,,16:18,1390,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,20,,16:18,1683,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,25,,16:19,2153,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,30,,16:19,2322,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,40,1,16:19,2712,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,40,2,16:19,3765,720.5,23.1,UT,2013,PEEC2013,AMC
BS,3,killed,40,3,16:19,2843,720.5,23.1,UT,2013,PEEC2013,AMC
BS,4,live,0,,16:19,742.6,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,5,,16:20,2046,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,10,,16:20,3259,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,15,,16:21,2360,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,20,,16:21,3257,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,25,,16:21,3361,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,30,,16:22,3789,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,40,1,16:22,5424,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,40,2,16:22,5168,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,live,40,3,16:22,5052,724.3,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,0,,16:22,675.6,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,10,,16:23,2435,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,20,,16:23,2927,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,25,,16:23,3252,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,40,1,16:24,3890,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,40,2,16:25,5099,618.4,23.1,UT,2013,PEEC2013,AMC
BS,4,killed,40,3,16:25,4638,618.4,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,0,,16:27,733.6,660.7,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,5,,16:27,2134,660.7,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,15,,16:27,2488,660.7,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,25,,16:28,3383,660.7,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,30,,16:28,4062,660.7,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,40,1,16:28,5909,660.7,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,40,2,16:28,5183,660.7,23.1,UT,2013,PEEC2013,AMC
BS,5,killed,40,3,16:28,5074,660.7,23.1,UT,2013,PEEC2013,AMC
BS,1,live,0,,17:01,724,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,5,,17:02,148134,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,10,,17:02,182832,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,15,,17:02,263393,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,20,,17:02,121324,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,25,,17:03,208096,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,30,,17:03,187435,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,40,1,17:03,355290,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,40,2,17:03,257815,812,22.6,UT,2013,PEEC2013,AMC
BS,1,live,40,3,17:04,259899,812,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,0,,17:04,656.8,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,5,,17:04,992.2,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,10,,17:05,1359,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,15,,17:05,1547,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,20,,17:05,1904,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,25,,17:05,2158,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,30,,17:06,2496,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,40,1,17:06,3055,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,40,2,17:06,3134,812.1,22.6,UT,2013,PEEC2013,AMC
BS,1,killed,40,3,17:06,3064,812.1,22.6,UT,2013,PEEC2013,AMC
BS,2,live,0,,17:07,717.5,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,5,,17:07,13007,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,10,,17:07,19941,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,15,,17:08,25532,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,20,,17:08,48654,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,25,,17:08,30300,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,30,,17:08,37668,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,40,1,17:09,43746,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,40,2,17:09,16897,815.9,23,UT,2013,PEEC2013,AMC
BS,2,live,40,3,17:09,40127,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,0,,17:10,662.6,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,5,,17:10,1189,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,10,,17:10,1728,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,15,,17:10,2231,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,20,,17:11,3105,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,25,,17:11,3155,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,30,,17:11,3589,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,40,1,17:12,4833,815.9,23,UT,2013,PEEC2013,AMC
BS,2,killed,40,3,17:12,4841,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,0,,17:12,735,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,5,,17:13,192736,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,10,,17:13,237830,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,15,,17:13,264210,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,20,,17:13,159497,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,25,,17:13,189262,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,30,,17:14,184405,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,40,1,17:14,261381,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,40,2,17:14,219242,815.9,23,UT,2013,PEEC2013,AMC
BS,3,live,40,3,17:14,146344,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,0,,17:14,658.8,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,5,,17:15,1018,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,10,,17:15,1269,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,15,,17:15,1431,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,20,,17:15,1691,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,25,,17:15,2260,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,30,,17:16,2401,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,40,1,17:16,2781,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,40,2,17:16,2827,815.9,23,UT,2013,PEEC2013,AMC
BS,3,killed,40,3,17:16,2925,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,0,,17:16,744.2,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,5,,17:17,2094,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,10,,17:17,3491,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,15,,17:17,2394,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,20,,17:17,3433,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,25,,17:17,3392,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,30,,17:17,3810,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,40,1,17:17,5595,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,40,2,17:17,5312,815.9,23,UT,2013,PEEC2013,AMC
BS,4,live,40,3,17:17,5142,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,0,,17:18,680.9,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,5,,17:18,663.4,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,10,,17:18,2482,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,15,,17:18,2290,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,20,,17:18,2902,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,25,,17:18,3282,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,30,,17:19,3276,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,40,1,17:19,5942,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,40,2,17:19,5202,815.9,23,UT,2013,PEEC2013,AMC
BS,4,killed,40,3,17:20,4706,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,5,,17:20,115496,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,10,,17:21,116237,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,15,,17:21,91820,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,20,,17:21,85258,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,25,,17:21,116389,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,30,,17:21,11360,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,40,1,17:22,5910,815.9,23,UT,2013,PEEC2013,AMC
BS,5,live,40,2,17:22,5111,815.9,23,UT,2013,PEEC2013,AMC
BS,5,killed,0,,17:23,739.1,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,5,,17:23,2143,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,10,,17:23,1056,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,15,,17:23,2865,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,20,,17:23,4390,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,25,,17:24,3304,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,30,,17:24,4033,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,40,1,17:24,5924,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,40,2,17:24,5109,809.1,23,UT,2013,PEEC2013,AMC
BS,5,killed,40,3,17:24,5061,809.1,23,UT,2013,PEEC2013,AMC
BW,1,live,0,,20:13,250.5,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,5,,20:14,807.3,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,10,,20:14,1299,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,15,,20:14,1000,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,20,,20:15,2255,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,25,,20:15,2817,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,30,,20:15,2881,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,40,1,20:16,4071,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,40,2,20:19,4082,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,live,40,3,20:19,3943,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,0,,20:19,239.3,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,5,,20:20,659.9,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,10,,20:20,1123,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,15,,20:21,1028,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,20,,20:21,2168,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,25,,20:21,2633,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,30,,20:21,3470,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,40,1,20:21,3986,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,40,2,20:22,2903,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,1,killed,40,3,20:22,3872,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,0,,20:22,240.5,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,5,,20:23,911.2,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,10,,20:23,1729,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,15,,20:23,2481,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,20,,20:23,3511,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,25,,20:24,4204,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,30,,20:24,4931,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,40,1,20:24,6740,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,40,2,20:24,10850,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,live,40,3,20:25,3072,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,5,,20:30,1089,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,10,,20:30,1834,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,15,,20:31,7789,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,20,,20:31,3336,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,25,,20:31,3728,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,30,,20:31,4675,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,40,1,20:31,6083,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,40,2,20:32,7265,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,2,killed,40,3,20:32,6106,345.1,23.6,MXS,2013,PEEC2013,AMC
BW,3,live,0,,20:32,240.1,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,5,,20:33,621.9,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,10,,20:33,1052,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,15,,20:33,1365,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,20,,20:34,1800,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,25,,20:34,2147,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,30,,20:34,2578,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,40,1,20:34,3133,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,40,2,20:34,3205,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,live,40,3,20:35,3292,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,0,,20:35,247.7,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,5,,20:35,845.2,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,10,,20:36,942.1,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,15,,20:36,1461,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,20,,20:36,1916,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,25,,20:36,2514,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,30,,20:36,7486,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,40,1,20:37,3403,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,40,2,20:37,3206,345.1,24,MXS,2013,PEEC2013,AMC
BW,3,killed,40,3,20:37,3053,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,0,,20:38,242.8,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,5,,20:38,244.3,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,10,,20:38,247.3,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,15,,20:38,254.9,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,20,,20:39,249.3,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,25,,20:39,257.2,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,30,,20:39,243.3,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,40,1,20:39,255.5,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,40,2,20:40,246.7,345.1,24,MXS,2013,PEEC2013,AMC
BW,4,live,40,3,20:40,256.1,345.1,24,MXS,2013,PEEC2013,AMC
