site,substrate,rep,treatment,time,RFU,std,temp,year,fluorimeter,when,fluorophore
DR,4: Pyr-AMC,k,killed,18:28,4458,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,1,live,18:29,7618,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,2,live,18:29,7258,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,3,live,18:29,7657,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,k,killed,18:29,5872,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,1,live,18:44,7510,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,2,live,18:44,6933,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,3,live,18:45,7112,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,k,killed,18:45,5389,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,1,live,18:45,3189,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,2,live,18:46,4097,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,3,live,18:46,3070,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,k,killed,18:46,2720,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,1,live,18:46,10058,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,2,live,18:46,9822,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,3,live,18:47,10659,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,k,killed,18:47,4422,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,1,live,18:47,4587,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,2,live,18:48,4560,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,3,live,18:48,4010,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,k,killed,18:48,4519,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,1,live,18:48,10135,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,2,live,18:49,10067,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,3,live,18:49,10542,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,k,killed,18:49,6144,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,1,live,19:02,8502,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,2,live,19:02,8026,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,3,live,19:02,8197,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,k,killed,19:02,5457,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,1,live,19:03,3544,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,2,live,19:03,4508,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,3,live,19:03,3422,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,k,killed,19:03,2766,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,1,live,19:04,12596,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,2,live,19:04,12310,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,3,live,19:04,13287,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,k,killed,19:04,4469,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,1,live,19:05,4733,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,2,live,19:05,4703,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,3,live,19:05,4169,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,k,killed,19:05,6535,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,1,live,19:06,12753,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,2,live,19:06,12910,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,3,live,19:06,13400,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,k,killed,19:06,6267,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,1,live,19:42,11715,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,2,live,19:42,11494,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,3,live,19:42,11716,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,k,killed,19:42,5656,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,1,live,19:43,4824,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,2,live,19:43,5902,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,3,live,19:43,4424,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,k,killed,19:43,3157,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,1,live,19:44,19196,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,2,live,19:44,19334,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,3,live,19:44,19549,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,k,killed,19:44,4615,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,1,live,19:45,5412,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,2,live,19:45,6031,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,3,live,19:45,5494,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,k,killed,19:45,5320,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,1,live,19:46,19812,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,2,live,19:46,20474,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,3,live,19:46,20769,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,k,killed,19:46,6757,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,1,live,20:04,12873,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,2,live,20:05,12706,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,3,live,20:05,12774,,,2015,MXS,PEEC2015,AMC
DR,1: Arg-AMC,k,killed,20:05,5688,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,1,live,20:05,5287,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,2,live,20:06,6408,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,3,live,20:06,4737,,,2015,MXS,PEEC2015,AMC
DR,2: Gly-AMC,k,killed,20:06,3215,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,1,live,20:06,22370,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,2,live,20:07,22295,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,3,live,20:07,22570,,,2015,MXS,PEEC2015,AMC
DR,3: Leu-AMC,k,killed,20:07,4615,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,1,live,20:07,5936,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,2,live,20:08,5838,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,3,live,20:08,5748,,,2015,MXS,PEEC2015,AMC
DR,4: Pyr-AMC,k,killed,20:08,4966,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,1,live,20:08,23799,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,2,live,20:09,24509,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,3,live,20:09,24843,,,2015,MXS,PEEC2015,AMC
DR,5: GlyGlyArg-AMC,k,killed,20:09,6704,,,2015,MXS,PEEC2015,AMC
FP,1: Arg-AMC,1,live,14:53,201432,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,2,live,14:55,203136,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,3,live,14:55,202701,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,k,killed,14:56,190102,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,1,live,14:56,236379,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,2,live,14:57,177501,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,3,live,14:57,188598,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,k,killed,14:57,187717,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,1,live,14:58,202875,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,2,live,14:58,207473,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,3,live,14:58,210178,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,k,killed,14:59,152541,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,1,live,14:59,221605,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,2,live,15:00,226857,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,3,live,15:00,229779,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,k,killed,15:00,221515,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,1,live,15:01,309468,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,2,live,15:01,309623,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,3,live,15:01,321581,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,k,killed,15:02,276078,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,1,live,15:30,223060,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,2,live,15:30,224615,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,3,live,15:31,224375,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,k,killed,15:31,177435,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,1,live,15:32,236826,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,2,live,15:32,177204,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,3,live,15:33,179124,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,k,killed,15:33,186421,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,1,live,15:33,284805,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,2,live,15:34,304426,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,3,live,15:34,290098,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,k,killed,15:34,140496,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,1,live,15:35,204517,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,2,live,15:35,205610,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,3,live,15:36,210117,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,k,killed,15:36,204893,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,1,live,15:37,346723,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,2,live,15:37,344723,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,3,live,15:38,365836,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,k,killed,15:38,259591,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,1,live,15:59,280335,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,2,live,16:00,282445,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,3,live,16:01,284791,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,k,killed,16:01,190263,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,1,live,16:01,302757,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,2,live,16:02,237646,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,3,live,16:02,256686,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,k,killed,16:02,187691,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,1,live,16:03,421828,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,2,live,16:03,440267,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,3,live,16:03,431075,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,k,killed,16:03,151397,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,1,live,16:04,229464,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,2,live,16:04,229570,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,3,live,16:05,223528,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,k,killed,16:05,227220,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,1,live,16:06,422962,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,2,live,16:06,423584,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,3,live,16:06,440556,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,k,killed,16:06,270692,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,1,live,16:34,327446,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,2,live,16:35,326198,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,3,live,16:35,330611,,,2015,UT2,PEEC2015,AMC
FP,1: Arg-AMC,k,killed,16:36,192542,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,1,live,16:37,340350,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,2,live,16:37,267960,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,3,live,16:38,288917,,,2015,UT2,PEEC2015,AMC
FP,2: Gly-AMC,k,killed,16:38,189973,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,1,live,16:38,540889,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,2,live,16:39,559566,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,3,live,16:39,547932,,,2015,UT2,PEEC2015,AMC
FP,3: Leu-AMC,k,killed,16:39,151208,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,1,live,16:40,234288,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,2,live,16:40,234107,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,3,live,16:40,236230,,,2015,UT2,PEEC2015,AMC
FP,4: Pyr-AMC,k,killed,16:41,278764,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,1,live,16:41,490427,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,2,live,16:41,483053,,,2015,UT2,PEEC2015,AMC
FP,5: GlyGlyArg-AMC,3,live,16:42,504049,,,2015,UT2,PEEC2015,AMC
LL,1: Arg-AMC,1,live,10:16,6208,357.8,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,10:17,6081,357.8,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,10:17,6165,357.8,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,10:17,5364,357.8,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,10:18,2190,357.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,10:18,2386,357.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,10:19,2336,357.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,10:19,2204,357.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,10:19,6861,354.1,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,10:20,6787,354.1,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,10:20,8499,354.1,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,10:20,4847,354.1,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,10:21,7066,354.2,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,10:21,7282,354.2,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,3,live,10:22,6569,354.2,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,10:22,4852,354.2,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,10:23,6540,353.5,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,10:23,6647,353.5,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,10:23,6697,353.5,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,10:24,5290,353.5,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,1,live,10:31,6753,354.5,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,10:31,6606,354.5,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,10:32,6727,354.5,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,10:32,5459,354.5,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,10:32,2428,353.8,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,10:33,2634,353.8,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,10:33,2582,353.8,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,10:33,2165,353.8,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,10:34,8574,353.9,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,10:34,8678,353.9,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,10:35,10541,353.9,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,10:35,4718,353.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,10:35,6798,353,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,10:36,7039,353,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,3,live,10:36,6176,353,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,10:36,4888,353,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,10:38,7126,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,10:38,7215,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,10:39,7341,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,10:39,5287,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,1,live,10:46,7268,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,10:46,7216,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,10:46,7213,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,10:47,5453,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,10:47,2671,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,10:47,2850,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,10:47,2773,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,10:48,2134,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,10:48,10534,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,10:49,10706,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,10:49,12634,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,10:49,4685,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,10:50,6685,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,10:50,6946,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,3,live,10:50,6241,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,10:50,4880,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,10:51,7641,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,10:52,7644,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,10:52,7818,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,10:52,5245,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,1,live,11:01,7868,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,11:01,7786,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,11:02,7911,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,11:02,5405,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,11:02,2901,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,11:03,3091,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,11:03,3038,353.3,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,11:03,2151,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,11:04,12510,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,11:04,12765,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,11:04,14751,353.3,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,11:05,4679,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,11:05,6651,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,11:05,7020,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,3,live,11:06,6265,353.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,11:06,4917,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,11:06,8260,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,11:07,8313,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,11:07,8543,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,11:07,5223,353.3,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,1,live,11:16,8455,352.1,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,11:16,8436,352.1,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,11:16,8585,352.1,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,11:17,5445,352.1,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,11:17,3112,351.7,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,11:17,3328,351.7,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,11:18,3267,351.7,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,11:18,2146,351.7,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,11:18,14487,352.6,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,11:19,15065,352.6,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,11:19,16415,352.6,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,11:19,4640,352.6,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,11:20,6645,352.4,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,11:20,6904,352.4,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,3,live,11:20,6255,352.4,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,11:21,4964,352.4,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,11:21,8730,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,11:22,8824,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,11:22,9153,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,11:22,5227,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,1,live,11:31,9130,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,11:31,9089,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,11:31,9201,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,11:32,5484,350.9,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,11:32,3342,350.9,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,11:32,3560,350.9,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,11:33,3502,350.9,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,11:33,2159,350.9,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,11:33,16148,350.9,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,11:34,16729,350.9,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,11:34,18715,350.9,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,11:34,4652,350.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,11:34,6674,350.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,11:35,7006,350.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,3,live,11:35,6356,350.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,11:35,5015,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,11:36,9400,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,11:36,9373,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,11:37,9737,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,11:37,5231,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,1,live,11:47,9842,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,11:47,9850,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,11:48,9908,350.9,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,11:48,5508,350.9,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,11:48,3631,351.5,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,11:49,3857,351.5,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,11:50,3778,351.5,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,11:50,2170,351.5,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,11:50,18630,351.4,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,11:51,19225,351.4,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,11:51,20908,351.4,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,11:52,4692,351.4,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,11:52,6639,351.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,11:52,7120,351.3,,2015,MXS,PEEC2015,AMC
