site,substrate,rep,treatment,time,RFU,std,temp,year,fluorimeter,when,fluorophore
LL,4: Pyr-AMC,3,live,11:53,6534,351.3,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,11:53,5073,351.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,11:53,9971,351.1,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,11:54,10168,351.1,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,11:54,10322,351.1,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,11:54,5245,351.1,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,1,live,12:03,10590,351.1,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,2,live,12:04,10593,351.1,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,3,live,12:04,10661,351.1,,2015,MXS,PEEC2015,AMC
LL,1: Arg-AMC,k,killed,12:04,5524,351.1,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,1,live,12:04,3854,350.4,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,2,live,12:05,4094,350.4,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,3,live,12:05,4042,350.4,,2015,MXS,PEEC2015,AMC
LL,2: Gly-AMC,k,killed,12:05,3000,350.4,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,1,live,12:06,21234,351.2,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,2,live,12:06,23338,351.2,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,3,live,12:07,4723,351.2,,2015,MXS,PEEC2015,AMC
LL,3: Leu-AMC,k,killed,12:07,6704,351.2,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,1,live,12:07,7155,350.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,2,live,12:07,6629,350.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,3,live,12:08,5138,350.9,,2015,MXS,PEEC2015,AMC
LL,4: Pyr-AMC,k,killed,12:08,10748,350.9,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,1,live,12:08,10750,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,2,live,12:09,11091,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,3,live,12:09,5261,353.3,,2015,MXS,PEEC2015,AMC
LL,5: GlyGlyArg-AMC,k,killed,12:09,5261,353.3,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,1,live,15:08,5751,353.6,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,2,live,15:09,5724,353.6,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,3,live,15:09,5431,353.6,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,k,killed,15:09,5298,353.6,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,1,live,15:10,4591,357.8,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,2,live,15:10,4619,357.8,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,3,live,15:10,4620,357.8,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,k,killed,15:10,4143,357.8,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,1,live,15:11,5606,350.9,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,2,live,15:11,5416,350.9,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,3,live,15:11,5710,350.9,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,k,killed,15:11,4417,350.9,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,1,live,15:12,4801,350.2,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,2,live,15:12,4560,350.2,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,3,live,15:12,4535,350.2,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,k,killed,15:12,4545,350.2,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,1,live,15:13,7163,351,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,2,live,15:13,7481,351,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,3,live,15:13,7299,351,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,k,killed,15:13,5628,351,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,1,live,15:23,6338,350.3,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,2,live,15:23,6609,350.3,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,3,live,15:23,6397,350.3,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,k,killed,15:24,5301,350.3,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,1,live,15:24,5046,350.6,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,2,live,15:24,5151,350.6,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,3,live,15:24,5160,350.6,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,k,killed,15:25,4280,350.6,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,1,live,15:25,7319,350.1,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,2,live,15:25,7309,350.1,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,3,live,15:25,7403,350.1,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,k,killed,15:25,4491,350.1,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,1,live,15:26,4690,350.2,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,2,live,15:26,4503,350.2,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,3,live,15:26,4456,350.2,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,k,killed,15:27,4506,350.2,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,1,live,15:27,9878,349.9,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,2,live,15:27,10282,349.9,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,3,live,15:27,10030,349.9,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,k,killed,15:28,5684,349.9,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,1,live,15:38,7187,349.5,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,2,live,15:38,3742,349.5,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,3,live,15:38,7196,349.5,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,k,killed,15:39,5283,349.5,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,1,live,15:39,5502,348.9,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,2,live,15:39,5597,348.9,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,3,live,15:40,5609,348.9,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,k,killed,15:40,4322,348.9,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,1,live,15:40,9118,348.7,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,2,live,15:40,9023,348.7,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,3,live,15:41,9104,348.7,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,k,killed,15:41,4432,348.7,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,1,live,15:41,4762,348.5,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,2,live,15:41,4504,348.5,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,3,live,15:42,4531,348.5,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,k,killed,15:42,4546,348.5,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,1,live,15:42,12852,350.7,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,2,live,15:42,13396,350.7,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,3,live,15:43,12840,350.7,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,k,killed,15:43,5710,350.7,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,1,live,15:53,7899,352.4,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,2,live,15:53,8140,352.4,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,3,live,15:53,8027,352.4,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,k,killed,15:54,5168,352.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,1,live,15:54,5943,349.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,2,live,15:54,6039,349.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,3,live,15:54,5992,349.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,k,killed,15:55,4364,349.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,1,live,15:55,10914,349,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,2,live,15:55,10730,349,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,3,live,15:55,10843,349,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,k,killed,15:56,4526,349,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,1,live,15:56,4833,349,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,2,live,15:56,4570,349,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,3,live,15:56,4687,349,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,k,killed,15:57,4459,349,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,1,live,15:57,15796,353.7,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,2,live,15:57,16585,353.7,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,3,live,15:57,15814,353.7,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,k,killed,15:58,5735,353.7,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,1,live,16:11,8814,349.2,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,2,live,16:11,9131,349.2,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,3,live,16:11,9066,349.2,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,k,killed,16:12,5336,349.2,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,1,live,16:12,6440,348.5,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,2,live,16:12,6487,348.5,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,3,live,16:12,6407,348.5,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,k,killed,16:12,4438,348.5,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,1,live,16:13,13108,348.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,2,live,16:13,12882,348.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,3,live,16:13,12853,348.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,k,killed,16:14,4550,348.4,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,1,live,16:14,4944,349.3,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,2,live,16:14,4810,349.3,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,3,live,16:14,4769,349.3,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,k,killed,16:15,4656,349.3,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,1,live,16:15,19367,349.3,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,2,live,16:15,20013,349.3,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,3,live,16:15,19173,349.3,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,k,killed,16:16,5781,349.3,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,1,live,16:26,9713,350.9,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,2,live,16:27,9987,350.9,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,3,live,16:27,9903,350.9,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,k,killed,16:27,5288,350.9,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,1,live,16:28,6825,348.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,2,live,16:28,6952,348.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,3,live,16:28,6855,348.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,k,killed,16:28,4497,348.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,1,live,16:29,15128,348.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,2,live,16:29,14563,348.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,3,live,16:29,14375,348.4,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,k,killed,16:30,4628,348.4,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,1,live,16:30,5046,348.4,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,2,live,16:30,4851,348.4,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,3,live,16:30,4867,348.4,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,k,killed,16:31,4518,348.4,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,1,live,16:31,22390,348.4,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,2,live,16:31,23355,348.4,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,3,live,16:32,22125,348.4,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,k,killed,16:32,5878,348.4,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,1,live,16:41,10405,348.4,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,2,live,16:41,10594,348.4,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,3,live,16:41,10485,348.4,,2015,MXS,PEEC2015,AMC
PP,1: Arg-AMC,k,killed,16:42,5335,348.4,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,1,live,16:42,7268,347.7,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,2,live,16:42,7197,347.7,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,3,live,16:42,7214,347.7,,2015,MXS,PEEC2015,AMC
PP,2: Gly-AMC,k,killed,16:43,4547,347.7,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,1,live,16:43,16875,347.7,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,2,live,16:43,16368,347.7,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,3,live,16:43,15960,347.7,,2015,MXS,PEEC2015,AMC
PP,3: Leu-AMC,k,killed,16:44,4666,347.7,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,1,live,16:44,5082,348.1,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,2,live,16:44,4920,348.1,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,3,live,16:44,4931,348.1,,2015,MXS,PEEC2015,AMC
PP,4: Pyr-AMC,k,killed,16:45,4767,348.1,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,1,live,16:45,25304,348.1,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,2,live,16:45,26621,348.1,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,3,live,16:45,24991,348.1,,2015,MXS,PEEC2015,AMC
PP,5: GlyGlyArg-AMC,k,killed,16:46,5900,348.1,,2015,MXS,PEEC2015,AMC
TW,1: Arg-AMC,1,live,10:37,32962,,69,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,2,live,10:38,47989,,69,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,3,live,10:38,43489,,69,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,k,killed,10:38,40899,,69,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,1,live,10:39,15438,,69,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,2,live,10:39,19486,,69,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,3,live,10:40,26763,,69,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,k,killed,10:40,15081,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,1,live,10:40,39904,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,2,live,10:41,39529,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,3,live,10:41,39043,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,k,killed,10:41,27602,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,1,live,10:41,52710,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,2,live,10:41,51848,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,3,live,10:42,64872,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,k,killed,10:42,53895,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,1,live,10:42,62380,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,2,live,10:42,92548,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,3,live,10:43,87269,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,k,killed,10:43,43088,,69,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,1,live,10:53,36054,,67,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,2,live,10:53,52200,,67,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,3,live,10:54,47478,,67,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,k,killed,10:54,41101,,67,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,1,live,10:54,16159,,67,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,2,live,10:54,21228,,67,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,3,live,10:54,31769,,67,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,k,killed,10:55,15708,,67,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,1,live,10:55,37889,,67,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,2,live,10:55,44744,,67,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,3,live,10:55,44264,,67,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,k,killed,10:56,27376,,67,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,1,live,10:56,44760,,67,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,2,live,10:56,51890,,67,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,3,live,10:56,63516,,67,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,k,killed,10:56,54034,,67,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,1,live,10:57,99268,,67,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,2,live,10:57,111965,,67,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,3,live,10:57,135309,,67,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,k,killed,10:58,41070,,67,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,1,live,11:08,39302,,68,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,2,live,11:09,56671,,68,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,3,live,11:09,52375,,68,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,k,killed,11:10,41486,,68,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,1,live,11:10,15120,,69,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,2,live,11:10,22817,,69,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,3,live,11:11,29173,,69,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,k,killed,11:11,15887,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,1,live,11:11,42519,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,2,live,11:11,50726,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,3,live,11:12,50008,,69,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,k,killed,11:12,27350,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,1,live,11:12,45425,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,2,live,11:12,52997,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,3,live,11:13,64513,,69,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,k,killed,11:13,55698,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,1,live,11:13,143086,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,2,live,11:14,155733,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,3,live,11:14,191397,,69,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,k,killed,11:14,37058,,69,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,1,live,11:23,42243,,66,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,2,live,11:23,60089,,66,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,3,live,11:23,55588,,66,2015,UT2,PEEC2015,AMC
TW,1: Arg-AMC,k,killed,11:23,40742,,66,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,1,live,11:24,15801,,66,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,2,live,11:24,23844,,66,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,3,live,11:24,30383,,66,2015,UT2,PEEC2015,AMC
TW,2: Gly-AMC,k,killed,11:24,15930,,66,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,1,live,11:24,45803,,66,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,2,live,11:25,55784,,66,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,3,live,11:25,55554,,66,2015,UT2,PEEC2015,AMC
TW,3: Leu-AMC,k,killed,11:25,27501,,66,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,1,live,11:25,45931,,66,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,2,live,11:26,53187,,66,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,3,live,11:26,64327,,66,2015,UT2,PEEC2015,AMC
TW,4: Pyr-AMC,k,killed,11:26,56089,,66,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,1,live,11:26,178913,,66,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,2,live,11:26,190539,,66,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,3,live,11:27,234015,,66,2015,UT2,PEEC2015,AMC
TW,5: GlyGlyArg-AMC,k,killed,11:27,38044,,66,2015,UT2,PEEC2015,AMC
VP,1: Arg-AMC,1,live,02:43,3545,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,2,live,02:44,4552,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,3,live,02:44,3730,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,k,killed,02:44,2852,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,1,live,02:45,3660,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,2,live,02:45,3648,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,3,live,02:45,3762,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,k,killed,02:45,3466,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,1,live,02:46,5274,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,2,live,02:46,5221,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,3,live,02:46,6747,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,k,killed,02:47,3487,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,1,live,02:47,4079,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,2,live,02:47,4061,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,3,live,02:48,4047,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,k,killed,02:48,3796,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,1,live,02:48,2724,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,2,live,02:48,2553,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,3,live,02:49,2710,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,k,killed,02:49,1930,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,1,live,02:58,5272,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,2,live,02:58,5100,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,3,live,02:59,5448,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,k,killed,02:59,2924,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,1,live,02:59,4101,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,2,live,03:00,4047,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,3,live,03:00,4141,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,k,killed,03:00,3453,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,1,live,03:01,8068,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,2,live,03:01,7899,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,3,live,03:01,8483,,,2015,MXS,PEEC2015,AMC
VP,3: Leu-AMC,k,killed,03:01,3618,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,1,live,03:01,4092,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,2,live,03:02,3985,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,3,live,03:02,4031,,,2015,MXS,PEEC2015,AMC
VP,4: Pyr-AMC,k,killed,03:02,3786,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,1,live,03:02,4071,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,2,live,03:03,3567,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,3,live,03:03,3665,,,2015,MXS,PEEC2015,AMC
VP,5: GlyGlyArg-AMC,k,killed,03:03,1927,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,1,live,03:13,6845,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,2,live,03:13,6880,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,3,live,03:14,6865,,,2015,MXS,PEEC2015,AMC
VP,1: Arg-AMC,k,killed,03:14,2952,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,1,live,03:14,4345,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,2,live,03:14,4419,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,3,live,03:14,4464,,,2015,MXS,PEEC2015,AMC
VP,2: Gly-AMC,k,killed,03:15,3548,,,2015,MXS,PEEC2015,AMC
