fluorimeter number,site,substrate ,sample.type,rep,RFU,time,date,exp.time,exp.date,year,when
2,BB2_2016,3,whole,k,1367754.98,10:31,6/2/2016,10:04,6/2/2016,2016,PEEC2559
2,BB2_2016,4,whole,1,45408.82,10:31,6/2/2016,10:04,6/2/2016,2016,PEEC2560
2,BB2_2016,4,whole,2,291220.4,10:32,6/2/2016,10:04,6/2/2016,2016,PEEC2561
2,BB2_2016,4,whole,3,274950.87,10:32,6/2/2016,10:04,6/2/2016,2016,PEEC2562
2,BB2_2016,4,whole,k,157500.73,10:32,6/2/2016,10:04,6/2/2016,2016,PEEC2563
2,BB2_2016,5,whole,1,1616383.25,10:33,6/2/2016,10:04,6/2/2016,2016,PEEC2564
2,BB2_2016,5,whole,2,6776.79,10:33,6/2/2016,10:04,6/2/2016,2016,PEEC2565
2,BB2_2016,5,whole,3,1358633.87,10:33,6/2/2016,10:04,6/2/2016,2016,PEEC2566
2,BB2_2016,5,whole,k,244968.56,10:34,6/2/2016,10:04,6/2/2016,2016,PEEC2567
2,BB2_2016,6,whole,1,102198.21,10:34,6/2/2016,10:04,6/2/2016,2016,PEEC2568
2,BB2_2016,6,whole,2,123237.71,10:34,6/2/2016,10:04,6/2/2016,2016,PEEC2569
2,BB2_2016,6,whole,3,138494.67,10:35,6/2/2016,10:04,6/2/2016,2016,PEEC2570
2,BB2_2016,6,whole,k,8110.28,10:35,6/2/2016,10:04,6/2/2016,2016,PEEC2571
2,BB2_2016,7,whole,1,31424.8,10:35,6/2/2016,10:04,6/2/2016,2016,PEEC2572
2,BB2_2016,7,whole,2,52903.24,10:35,6/2/2016,10:04,6/2/2016,2016,PEEC2573
2,BB2_2016,7,whole,3,32898.65,10:36,6/2/2016,10:04,6/2/2016,2016,PEEC2574
2,BB2_2016,7,whole,k,32312.59,10:36,6/2/2016,10:04,6/2/2016,2016,PEEC2575
2,BB1_2016,1,whole,1,306927.59,10:45,6/2/2016,10:04,6/2/2016,2016,PEEC2576
2,BB1_2016,1,whole,2,319986.21,10:45,6/2/2016,10:04,6/2/2016,2016,PEEC2577
2,BB1_2016,1,whole,3,295560.09,10:45,6/2/2016,10:04,6/2/2016,2016,PEEC2578
2,BB1_2016,1,whole,k,137541.25,10:46,6/2/2016,10:04,6/2/2016,2016,PEEC2579
2,BB1_2016,2,whole,1,296110.56,10:46,6/2/2016,10:04,6/2/2016,2016,PEEC2580
2,BB1_2016,2,whole,2,225159.96,10:46,6/2/2016,10:04,6/2/2016,2016,PEEC2581
2,BB1_2016,2,whole,3,236771.04,10:47,6/2/2016,10:04,6/2/2016,2016,PEEC2582
2,BB1_2016,2,whole,k,182824.54,10:47,6/2/2016,10:04,6/2/2016,2016,PEEC2583
2,BB1_2016,3,whole,1,406980.56,10:47,6/2/2016,10:04,6/2/2016,2016,PEEC2584
2,BB1_2016,3,whole,2,380346.65,10:48,6/2/2016,10:04,6/2/2016,2016,PEEC2585
2,BB1_2016,3,whole,3,400665.34,10:48,6/2/2016,10:04,6/2/2016,2016,PEEC2586
2,BB1_2016,3,whole,k,129525.82,10:48,6/2/2016,10:04,6/2/2016,2016,PEEC2587
2,BB1_2016,4,whole,1,305321.78,10:49,6/2/2016,10:04,6/2/2016,2016,PEEC2588
2,BB1_2016,4,whole,2,233658.15,10:49,6/2/2016,10:04,6/2/2016,2016,PEEC2589
2,BB1_2016,4,whole,3,234048.18,10:49,6/2/2016,10:04,6/2/2016,2016,PEEC2590
2,BB1_2016,4,whole,k,291162.56,10:50,6/2/2016,10:04,6/2/2016,2016,PEEC2591
2,BB1_2016,5,whole,1,774952.62,10:50,6/2/2016,10:04,6/2/2016,2016,PEEC2592
2,BB1_2016,5,whole,2,377725.25,10:51,6/2/2016,10:04,6/2/2016,2016,PEEC2593
2,BB1_2016,5,whole,3,830950,10:51,6/2/2016,10:04,6/2/2016,2016,PEEC2594
2,BB1_2016,5,whole,k,275006.03,10:51,6/2/2016,10:04,6/2/2016,2016,PEEC2595
2,BB1_2016,6,whole,1,40202.12,10:52,6/2/2016,10:04,6/2/2016,2016,PEEC2596
2,BB1_2016,6,whole,2,36856.37,10:52,6/2/2016,10:04,6/2/2016,2016,PEEC2597
2,BB1_2016,6,whole,3,39423.43,10:53,6/2/2016,10:04,6/2/2016,2016,PEEC2598
2,BB1_2016,6,whole,k,7872.04,10:53,6/2/2016,10:04,6/2/2016,2016,PEEC2599
2,BB1_2016,7,whole,1,7872.04,10:54,6/2/2016,10:04,6/2/2016,2016,PEEC2600
2,BB1_2016,7,whole,2,64051.94,10:54,6/2/2016,10:04,6/2/2016,2016,PEEC2601
2,BB1_2016,7,whole,3,21851.77,10:54,6/2/2016,10:04,6/2/2016,2016,PEEC2602
2,BB1_2016,7,whole,k,26598.85,10:55,6/2/2016,10:04,6/2/2016,2016,PEEC2603
2,BB2_2016,1,whole,1,1066916.12,11:05,6/2/2016,10:04,6/2/2016,2016,PEEC2604
2,BB2_2016,1,whole,2,931220.12,11:05,6/2/2016,10:04,6/2/2016,2016,PEEC2605
2,BB2_2016,1,whole,3,1031116.12,11:05,6/2/2016,10:04,6/2/2016,2016,PEEC2606
2,BB2_2016,1,whole,k,107131.35,11:06,6/2/2016,10:04,6/2/2016,2016,PEEC2607
2,BB2_2016,2,whole,1,476496.4,11:06,6/2/2016,10:04,6/2/2016,2016,PEEC2608
2,BB2_2016,2,whole,2,448096.65,11:06,6/2/2016,10:04,6/2/2016,2016,PEEC2609
2,BB2_2016,2,whole,3,420359.12,11:07,6/2/2016,10:04,6/2/2016,2016,PEEC2610
2,BB2_2016,2,whole,k,171261.64,11:07,6/2/2016,10:04,6/2/2016,2016,PEEC2611
2,BB2_2016,3,whole,1,131683,11:08,6/2/2016,10:04,6/2/2016,2016,PEEC2612
2,BB2_2016,3,whole,2,1370378,11:08,6/2/2016,10:04,6/2/2016,2016,PEEC2613
2,BB2_2016,3,whole,3,1495726.62,11:08,6/2/2016,10:04,6/2/2016,2016,PEEC2614
2,BB2_2016,3,whole,k,132758.76,11:09,6/2/2016,10:04,6/2/2016,2016,PEEC2615
2,BB2_2016,4,whole,1,47224.23,11:09,6/2/2016,10:04,6/2/2016,2016,PEEC2616
2,BB2_2016,4,whole,2,221598.5,11:10,6/2/2016,10:04,6/2/2016,2016,PEEC2617
2,BB2_2016,4,whole,3,225540.95,11:10,6/2/2016,10:04,6/2/2016,2016,PEEC2618
2,BB2_2016,4,whole,k,160415.65,11:10,6/2/2016,10:04,6/2/2016,2016,PEEC2619
2,BB2_2016,5,whole,1,3160528,11:10,6/2/2016,10:04,6/2/2016,2016,PEEC2620
2,BB2_2016,5,whole,2,5887.58,11:10,6/2/2016,10:04,6/2/2016,2016,PEEC2621
2,BB2_2016,5,whole,3,4420048.5,11:11,6/2/2016,10:04,6/2/2016,2016,PEEC2622
2,BB2_2016,5,whole,k,244330.43,11:11,6/2/2016,10:04,6/2/2016,2016,PEEC2623
2,BB2_2016,6,whole,1,175517.43,11:11,6/2/2016,10:04,6/2/2016,2016,PEEC2624
2,BB2_2016,6,whole,2,210588.79,11:11,6/2/2016,10:04,6/2/2016,2016,PEEC2625
2,BB2_2016,6,whole,3,232781.71,11:12,6/2/2016,10:04,6/2/2016,2016,PEEC2626
2,BB2_2016,6,whole,k,8363.42,11:12,6/2/2016,10:04,6/2/2016,2016,PEEC2627
2,BB2_2016,7,whole,1,38096.19,11:12,6/2/2016,10:04,6/2/2016,2016,PEEC2628
2,BB2_2016,7,whole,2,64804.41,11:13,6/2/2016,10:04,6/2/2016,2016,PEEC2629
2,BB2_2016,7,whole,3,36830.43,11:13,6/2/2016,10:04,6/2/2016,2016,PEEC2630
2,BB2_2016,7,whole,k,31899.53,11:13,6/2/2016,10:04,6/2/2016,2016,PEEC2631
2,BB1_2016,1,whole,1,352301.46,11:20,6/2/2016,10:04,6/2/2016,2016,PEEC2632
2,BB1_2016,1,whole,2,385071.75,11:20,6/2/2016,10:04,6/2/2016,2016,PEEC2633
2,BB1_2016,1,whole,3,339245.09,11:21,6/2/2016,10:04,6/2/2016,2016,PEEC2634
2,BB1_2016,1,whole,k,105075.03,11:21,6/2/2016,10:04,6/2/2016,2016,PEEC2635
2,BB1_2016,2,whole,1,254661.81,11:21,6/2/2016,10:04,6/2/2016,2016,PEEC2636
2,BB1_2016,2,whole,2,201591.56,11:22,6/2/2016,10:04,6/2/2016,2016,PEEC2637
2,BB1_2016,2,whole,3,259193.96,11:22,6/2/2016,10:04,6/2/2016,2016,PEEC2638
2,BB1_2016,2,whole,k,144165.39,11:22,6/2/2016,10:04,6/2/2016,2016,PEEC2639
2,BB1_2016,3,whole,1,463217.75,11:22,6/2/2016,10:04,6/2/2016,2016,PEEC2640
2,BB1_2016,3,whole,2,518869,11:23,6/2/2016,10:04,6/2/2016,2016,PEEC2641
2,BB1_2016,3,whole,3,539444.56,11:23,6/2/2016,10:04,6/2/2016,2016,PEEC2642
2,BB1_2016,3,whole,k,133814.76,11:23,6/2/2016,10:04,6/2/2016,2016,PEEC2643
2,BB1_2016,4,whole,1,312742.18,11:23,6/2/2016,10:04,6/2/2016,2016,PEEC2644
2,BB1_2016,4,whole,2,240511.92,11:24,6/2/2016,10:04,6/2/2016,2016,PEEC2645
2,BB1_2016,4,whole,3,248262.4,11:24,6/2/2016,10:04,6/2/2016,2016,PEEC2646
2,BB1_2016,4,whole,k,80281.36,11:24,6/2/2016,10:04,6/2/2016,2016,PEEC2647
2,BB1_2016,5,whole,1,275250.87,11:25,6/2/2016,10:04,6/2/2016,2016,PEEC2648
2,BB1_2016,5,whole,2,535513.12,11:25,6/2/2016,10:04,6/2/2016,2016,PEEC2649
2,BB1_2016,5,whole,3,1082594.12,11:25,6/2/2016,10:04,6/2/2016,2016,PEEC2650
2,BB1_2016,5,whole,k,283993.87,11:26,6/2/2016,10:04,6/2/2016,2016,PEEC2651
2,BB1_2016,6,whole,1,55374.12,11:26,6/2/2016,10:04,6/2/2016,2016,PEEC2652
2,BB1_2016,6,whole,2,51395.45,11:26,6/2/2016,10:04,6/2/2016,2016,PEEC2653
2,BB1_2016,6,whole,3,53536.22,11:26,6/2/2016,10:04,6/2/2016,2016,PEEC2654
2,BB1_2016,6,whole,k,7725.72,11:27,6/2/2016,10:04,6/2/2016,2016,PEEC2655
2,BB1_2016,7,whole,1,76597.42,11:27,6/2/2016,10:04,6/2/2016,2016,PEEC2656
2,BB1_2016,7,whole,2,30308.89,11:27,6/2/2016,10:04,6/2/2016,2016,PEEC2657
2,BB1_2016,7,whole,3,88294.75,11:27,6/2/2016,10:04,6/2/2016,2016,PEEC2658
2,BB1_2016,7,whole,k,27374.85,11:27,6/2/2016,10:04,6/2/2016,2016,PEEC2659
2,BB2_2016,1,whole,1,1656042.12,11:40,6/2/2016,10:04,6/2/2016,2016,PEEC2660
2,BB2_2016,1,whole,2,1547121.87,11:41,6/2/2016,10:04,6/2/2016,2016,PEEC2661
2,BB2_2016,1,whole,3,1668064.87,11:41,6/2/2016,10:04,6/2/2016,2016,PEEC2662
2,BB2_2016,1,whole,k,98821.77,11:41,6/2/2016,10:04,6/2/2016,2016,PEEC2663
2,BB2_2016,2,whole,1,581753.87,11:42,6/2/2016,10:04,6/2/2016,2016,PEEC2664
2,BB2_2016,2,whole,2,636167.43,11:42,6/2/2016,10:04,6/2/2016,2016,PEEC2665
2,BB2_2016,2,whole,3,512048.53,11:42,6/2/2016,10:04,6/2/2016,2016,PEEC2666
2,BB2_2016,2,whole,k,172592.98,11:43,6/2/2016,10:04,6/2/2016,2016,PEEC2667
2,BB2_2016,3,whole,1,2260469.75,11:43,6/2/2016,10:04,6/2/2016,2016,PEEC2668
2,BB2_2016,3,whole,2,2357030.25,11:43,6/2/2016,10:04,6/2/2016,2016,PEEC2669
2,BB2_2016,3,whole,3,2503126,11:43,6/2/2016,10:04,6/2/2016,2016,PEEC2670
2,BB2_2016,3,whole,k,120691.32,11:44,6/2/2016,10:04,6/2/2016,2016,PEEC2671
2,BB2_2016,4,whole,1,50810.8,11:44,6/2/2016,10:04,6/2/2016,2016,PEEC2672
2,BB2_2016,4,whole,2,238812.67,11:44,6/2/2016,10:04,6/2/2016,2016,PEEC2673
2,BB2_2016,4,whole,3,225359.54,11:44,6/2/2016,10:04,6/2/2016,2016,PEEC2674
2,BB2_2016,4,whole,k,159636.31,11:45,6/2/2016,10:04,6/2/2016,2016,PEEC2675
2,BB2_2016,5,whole,1,6852570.5,11:45,6/2/2016,10:04,6/2/2016,2016,PEEC2676
2,BB2_2016,5,whole,2,6298.42,11:46,6/2/2016,10:04,6/2/2016,2016,PEEC2677
2,BB2_2016,5,whole,3,8411077,11:46,6/2/2016,10:04,6/2/2016,2016,PEEC2678
2,BB2_2016,5,whole,k,243832.73,11:46,6/2/2016,10:04,6/2/2016,2016,PEEC2679
2,BB2_2016,6,whole,1,272096.56,11:46,6/2/2016,10:04,6/2/2016,2016,PEEC2680
2,BB2_2016,6,whole,2,308186.03,11:46,6/2/2016,10:04,6/2/2016,2016,PEEC2681
2,BB2_2016,6,whole,3,359865.5,11:47,6/2/2016,10:04,6/2/2016,2016,PEEC2682
2,BB2_2016,6,whole,k,8150.14,11:47,6/2/2016,10:04,6/2/2016,2016,PEEC2683
2,BB2_2016,7,whole,1,58579.07,11:47,6/2/2016,10:04,6/2/2016,2016,PEEC2684
2,BB2_2016,7,whole,2,77329.82,11:47,6/2/2016,10:04,6/2/2016,2016,PEEC2685
2,BB2_2016,7,whole,3,114106.29,11:48,6/2/2016,10:04,6/2/2016,2016,PEEC2686
2,BB2_2016,7,whole,k,33334.14,11:48,6/2/2016,10:04,6/2/2016,2016,PEEC2687
1,BB1_2016,1,filter,1,264557.96,10:13,6/2/2016,10:13,6/2/2016,2016,PEEC2688
1,BB1_2016,1,filter,2,265598.84,10:13,6/2/2016,10:13,6/2/2016,2016,PEEC2689
1,BB1_2016,1,filter,3,349755.4,10:14,6/2/2016,10:13,6/2/2016,2016,PEEC2690
1,BB1_2016,1,filter,k,143862.59,10:15,6/2/2016,10:13,6/2/2016,2016,PEEC2691
1,BB1_2016,2,filter,1,337042.62,10:16,6/2/2016,10:13,6/2/2016,2016,PEEC2692
1,BB1_2016,2,filter,2,325736.75,10:16,6/2/2016,10:13,6/2/2016,2016,PEEC2693
1,BB1_2016,2,filter,3,324814.49,10:17,6/2/2016,10:13,6/2/2016,2016,PEEC2694
1,BB1_2016,2,filter,k,286579.03,10:17,6/2/2016,10:13,6/2/2016,2016,PEEC2695
1,BB1_2016,3,filter,1,328279.81,10:18,6/2/2016,10:13,6/2/2016,2016,PEEC2696
1,BB1_2016,3,filter,2,323538.43,10:18,6/2/2016,10:13,6/2/2016,2016,PEEC2697
1,BB1_2016,3,filter,3,334933.78,10:18,6/2/2016,10:13,6/2/2016,2016,PEEC2698
1,BB1_2016,3,filter,k,199267.67,10:19,6/2/2016,10:13,6/2/2016,2016,PEEC2699
1,BB1_2016,4,filter,1,263714.4,10:20,6/2/2016,10:13,6/2/2016,2016,PEEC2700
1,BB1_2016,4,filter,2,260905.98,10:20,6/2/2016,10:13,6/2/2016,2016,PEEC2701
1,BB1_2016,4,filter,3,252239.12,10:20,6/2/2016,10:13,6/2/2016,2016,PEEC2702
1,BB1_2016,4,filter,k,263537.21,10:21,6/2/2016,10:13,6/2/2016,2016,PEEC2703
1,BB1_2016,5,filter,1,411519.28,10:21,6/2/2016,10:13,6/2/2016,2016,PEEC2704
1,BB1_2016,5,filter,2,424658.15,10:22,6/2/2016,10:13,6/2/2016,2016,PEEC2705
1,BB1_2016,5,filter,3,450880.93,10:22,6/2/2016,10:13,6/2/2016,2016,PEEC2706
1,BB1_2016,5,filter,k,234984.09,10:22,6/2/2016,10:13,6/2/2016,2016,PEEC2707
1,BB1_2016,6,filter,1,37868.37,10:23,6/2/2016,10:13,6/2/2016,2016,PEEC2708
1,BB1_2016,6,filter,2,38131.43,10:23,6/2/2016,10:13,6/2/2016,2016,PEEC2709
1,BB1_2016,6,filter,3,39303.51,10:24,6/2/2016,10:13,6/2/2016,2016,PEEC2710
1,BB1_2016,6,filter,k,9432.51,10:24,6/2/2016,10:13,6/2/2016,2016,PEEC2711
1,BB1_2016,7,filter,1,55350.9,10:25,6/2/2016,10:13,6/2/2016,2016,PEEC2712
1,BB1_2016,7,filter,2,35229.36,10:25,6/2/2016,10:13,6/2/2016,2016,PEEC2713
1,BB1_2016,7,filter,3,35425.94,10:26,6/2/2016,10:13,6/2/2016,2016,PEEC2714
1,BB1_2016,7,filter,k,44585.86,10:26,6/2/2016,10:13,6/2/2016,2016,PEEC2715
1,BB1_2016,1,filter,1,440692.21,11:27,6/2/2016,10:13,6/2/2016,2016,PEEC2716
1,BB1_2016,1,filter,2,439241.03,11:30,6/2/2016,10:13,6/2/2016,2016,PEEC2717
1,BB1_2016,1,filter,3,482892.34,11:30,6/2/2016,10:13,6/2/2016,2016,PEEC2718
1,BB1_2016,1,filter,k,144477.79,11:31,6/2/2016,10:13,6/2/2016,2016,PEEC2719
1,BB1_2016,2,filter,1,382636.59,11:32,6/2/2016,10:13,6/2/2016,2016,PEEC2720
1,BB1_2016,2,filter,2,369624.71,11:32,6/2/2016,10:13,6/2/2016,2016,PEEC2721
1,BB1_2016,2,filter,3,365678.84,11:32,6/2/2016,10:13,6/2/2016,2016,PEEC2722
1,BB1_2016,2,filter,k,293590.62,11:33,6/2/2016,10:13,6/2/2016,2016,PEEC2723
1,BB1_2016,3,filter,1,580268.18,11:35,6/2/2016,10:13,6/2/2016,2016,PEEC2724
1,BB1_2016,3,filter,2,585760.93,11:36,6/2/2016,10:13,6/2/2016,2016,PEEC2725
1,BB1_2016,3,filter,3,590854.81,11:36,6/2/2016,10:13,6/2/2016,2016,PEEC2726
1,BB1_2016,3,filter,k,201461.78,11:37,6/2/2016,10:13,6/2/2016,2016,PEEC2727
1,BB1_2016,4,filter,1,273436.28,11:37,6/2/2016,10:13,6/2/2016,2016,PEEC2728
1,BB1_2016,4,filter,2,269218.12,11:38,6/2/2016,10:13,6/2/2016,2016,PEEC2729
1,BB1_2016,4,filter,3,269698.87,11:45,6/2/2016,10:13,6/2/2016,2016,PEEC2730
1,BB1_2016,4,filter,k,267419.28,11:45,6/2/2016,10:13,6/2/2016,2016,PEEC2731
1,BB1_2016,5,filter,1,266861.53,11:46,6/2/2016,10:13,6/2/2016,2016,PEEC2732
1,BB1_2016,5,filter,2,910458.31,11:46,6/2/2016,10:13,6/2/2016,2016,PEEC2733
1,BB1_2016,5,filter,3,981031.12,11:47,6/2/2016,10:13,6/2/2016,2016,PEEC2734
1,BB1_2016,5,filter,k,250790.14,11:47,6/2/2016,10:13,6/2/2016,2016,PEEC2735
1,BB1_2016,6,filter,1,103346.92,11:48,6/2/2016,10:13,6/2/2016,2016,PEEC2736
1,BB1_2016,6,filter,2,105874.39,11:49,6/2/2016,10:13,6/2/2016,2016,PEEC2737
1,BB1_2016,6,filter,3,106751.33,11:49,6/2/2016,10:13,6/2/2016,2016,PEEC2738
1,BB1_2016,6,filter,k,11082.69,11:50,6/2/2016,10:13,6/2/2016,2016,PEEC2739
1,BB1_2016,7,filter,1,76251.4,11:52,6/2/2016,10:13,6/2/2016,2016,PEEC2740
1,BB1_2016,7,filter,2,53993.32,11:53,6/2/2016,10:13,6/2/2016,2016,PEEC2741
1,BB1_2016,7,filter,3,52922.84,11:53,6/2/2016,10:13,6/2/2016,2016,PEEC2742
1,BB1_2016,7,filter,k,53293.64,11:54,6/2/2016,10:13,6/2/2016,2016,PEEC2743
2,BB2_2016,1,filter,1,754839.31,10:44,6/2/2016,10:13,6/2/2016,2016,PEEC2744
2,BB2_2016,1,filter,2,768022.81,10:45,6/2/2016,10:13,6/2/2016,2016,PEEC2745
2,BB2_2016,1,filter,3,808425.87,10:46,6/2/2016,10:13,6/2/2016,2016,PEEC2746
2,BB2_2016,1,filter,k,132106.87,10:47,6/2/2016,10:13,6/2/2016,2016,PEEC2747
2,BB2_2016,2,filter,1,427952,10:47,6/2/2016,10:13,6/2/2016,2016,PEEC2748
2,BB2_2016,2,filter,2,421614.65,10:48,6/2/2016,10:13,6/2/2016,2016,PEEC2749
2,BB2_2016,2,filter,3,476628.75,10:48,6/2/2016,10:13,6/2/2016,2016,PEEC2750
2,BB2_2016,2,filter,k,218071.34,10:48,6/2/2016,10:13,6/2/2016,2016,PEEC2751
2,BB2_2016,3,filter,1,863337.06,10:49,6/2/2016,10:13,6/2/2016,2016,PEEC2752
2,BB2_2016,3,filter,2,870904.25,10:49,6/2/2016,10:13,6/2/2016,2016,PEEC2753
2,BB2_2016,3,filter,3,882727.81,10:50,6/2/2016,10:13,6/2/2016,2016,PEEC2754
2,BB2_2016,3,filter,k,93695.64,10:50,6/2/2016,10:13,6/2/2016,2016,PEEC2755
2,BB2_2016,4,filter,1,267084.83,10:50,6/2/2016,10:13,6/2/2016,2016,PEEC2756
2,BB2_2016,4,filter,2,287006.81,10:51,6/2/2016,10:13,6/2/2016,2016,PEEC2757
2,BB2_2016,4,filter,3,268082.62,10:51,6/2/2016,10:13,6/2/2016,2016,PEEC2758
2,BB2_2016,4,filter,k,198785.51,10:52,6/2/2016,10:13,6/2/2016,2016,PEEC2759
2,BB2_2016,5,filter,1,1734625.37,10:52,6/2/2016,10:13,6/2/2016,2016,PEEC2760
2,BB2_2016,5,filter,2,1725897.81,10:53,6/2/2016,10:13,6/2/2016,2016,PEEC2761
2,BB2_2016,5,filter,3,1724384.87,10:53,6/2/2016,10:13,6/2/2016,2016,PEEC2762
2,BB2_2016,5,filter,k,251315.64,10:53,6/2/2016,10:13,6/2/2016,2016,PEEC2763
2,BB2_2016,6,filter,1,302809.03,10:54,6/2/2016,10:13,6/2/2016,2016,PEEC2764
2,BB2_2016,6,filter,2,315255.25,10:54,6/2/2016,10:13,6/2/2016,2016,PEEC2765
2,BB2_2016,6,filter,3,307248.87,10:54,6/2/2016,10:13,6/2/2016,2016,PEEC2766
2,BB2_2016,6,filter,k,16561.7,10:55,6/2/2016,10:13,6/2/2016,2016,PEEC2767
2,BB2_2016,7,filter,1,112799.02,10:55,6/2/2016,10:13,6/2/2016,2016,PEEC2768
2,BB2_2016,7,filter,2,114029.37,10:55,6/2/2016,10:13,6/2/2016,2016,PEEC2769
2,BB2_2016,7,filter,3,109451.8,10:56,6/2/2016,10:13,6/2/2016,2016,PEEC2770
2,BB2_2016,7,filter,k,450973.13,10:56,6/2/2016,10:13,6/2/2016,2016,PEEC2771
2,PP2016,1,whole,1,132567.26,13:42,6/2/2016,13:42,6/2/2016,2016,PEEC2772
2,PP2016,1,whole,2,143967.39,13:43,6/2/2016,13:42,6/2/2016,2016,PEEC2773
2,PP2016,1,whole,3,149278,13:43,6/2/2016,13:42,6/2/2016,2016,PEEC2774
2,PP2016,1,whole,k,131268.2,13:45,6/2/2016,13:42,6/2/2016,2016,PEEC2775
2,PP2016,2,whole,1,234930.79,13:45,6/2/2016,13:42,6/2/2016,2016,PEEC2776
2,PP2016,2,whole,2,229963.39,13:46,6/2/2016,13:42,6/2/2016,2016,PEEC2777
2,PP2016,2,whole,3,224321.7,13:46,6/2/2016,13:42,6/2/2016,2016,PEEC2778
2,PP2016,2,whole,k,206415.12,13:47,6/2/2016,13:42,6/2/2016,2016,PEEC2779
2,PP2016,3,whole,1,223092.98,13:47,6/2/2016,13:42,6/2/2016,2016,PEEC2780
2,PP2016,3,whole,2,231307.95,13:48,6/2/2016,13:42,6/2/2016,2016,PEEC2781
2,PP2016,3,whole,3,207113.15,13:48,6/2/2016,13:42,6/2/2016,2016,PEEC2782
2,PP2016,3,whole,k,181503.45,13:49,6/2/2016,13:42,6/2/2016,2016,PEEC2783
2,PP2016,4,whole,1,235795.14,13:49,6/2/2016,13:42,6/2/2016,2016,PEEC2784
2,PP2016,4,whole,2,255856.59,13:50,6/2/2016,13:42,6/2/2016,2016,PEEC2785
2,PP2016,4,whole,3,233454.23,13:50,6/2/2016,13:42,6/2/2016,2016,PEEC2786
2,PP2016,4,whole,k,220103.95,13:50,6/2/2016,13:42,6/2/2016,2016,PEEC2787
2,PP2016,5,whole,1,259228.06,13:51,6/2/2016,13:42,6/2/2016,2016,PEEC2788
2,PP2016,5,whole,2,261660.92,13:52,6/2/2016,13:42,6/2/2016,2016,PEEC2789
2,PP2016,5,whole,3,190601.15,13:53,6/2/2016,13:42,6/2/2016,2016,PEEC2790
2,PP2016,5,whole,k,172629.92,13:53,6/2/2016,13:42,6/2/2016,2016,PEEC2791
2,PP2016,6,whole,1,10152.74,13:53,6/2/2016,13:42,6/2/2016,2016,PEEC2792
2,PP2016,6,whole,2,9409.95,13:54,6/2/2016,13:42,6/2/2016,2016,PEEC2793
2,PP2016,6,whole,3,8665.11,13:54,6/2/2016,13:42,6/2/2016,2016,PEEC2794
2,PP2016,6,whole,k,5733.31,13:54,6/2/2016,13:42,6/2/2016,2016,PEEC2795
2,PP2016,7,whole,1,47809.66,13:55,6/2/2016,13:42,6/2/2016,2016,PEEC2796
2,PP2016,7,whole,2,45980.97,13:55,6/2/2016,13:42,6/2/2016,2016,PEEC2797
2,PP2016,7,whole,3,45739.06,13:55,6/2/2016,13:42,6/2/2016,2016,PEEC2798
2,PP2016,7,whole,k,43909.29,13:56,6/2/2016,13:42,6/2/2016,2016,PEEC2799
2,PP2016,1,whole,1,154221.31,14:09,6/2/2016,13:42,6/2/2016,2016,PEEC2800
2,PP2016,1,whole,2,164346.68,14:09,6/2/2016,13:42,6/2/2016,2016,PEEC2801
2,PP2016,1,whole,3,169179.14,14:10,6/2/2016,13:42,6/2/2016,2016,PEEC2802
2,PP2016,1,whole,k,133406.06,14:10,6/2/2016,13:42,6/2/2016,2016,PEEC2803
2,PP2016,2,whole,1,251219.6,14:10,6/2/2016,13:42,6/2/2016,2016,PEEC2804
2,PP2016,2,whole,2,243048.53,14:11,6/2/2016,13:42,6/2/2016,2016,PEEC2805
2,PP2016,2,whole,3,238588.09,14:11,6/2/2016,13:42,6/2/2016,2016,PEEC2806
2,PP2016,2,whole,k,207985.64,14:12,6/2/2016,13:42,6/2/2016,2016,PEEC2807
2,PP2016,3,whole,1,278130.87,14:12,6/2/2016,13:42,6/2/2016,2016,PEEC2808
2,PP2016,3,whole,2,285208.84,14:12,6/2/2016,13:42,6/2/2016,2016,PEEC2809
2,PP2016,3,whole,3,263257.5,14:13,6/2/2016,13:42,6/2/2016,2016,PEEC2810
2,PP2016,3,whole,k,181707.21,14:13,6/2/2016,13:42,6/2/2016,2016,PEEC2811
2,PP2016,4,whole,1,234197.35,14:14,6/2/2016,13:42,6/2/2016,2016,PEEC2812
2,PP2016,4,whole,2,256245.51,14:14,6/2/2016,13:42,6/2/2016,2016,PEEC2813
2,PP2016,4,whole,3,232728.92,14:14,6/2/2016,13:42,6/2/2016,2016,PEEC2814
2,PP2016,4,whole,k,220463.13,14:15,6/2/2016,13:42,6/2/2016,2016,PEEC2815
2,PP2016,5,whole,1,281726.18,14:15,6/2/2016,13:42,6/2/2016,2016,PEEC2816
2,PP2016,5,whole,2,287568.65,14:15,6/2/2016,13:42,6/2/2016,2016,PEEC2817
2,PP2016,5,whole,3,210956.15,14:16,6/2/2016,13:42,6/2/2016,2016,PEEC2818
2,PP2016,5,whole,k,174068.42,14:16,6/2/2016,13:42,6/2/2016,2016,PEEC2819
2,PP2016,6,whole,1,15311.95,14:17,6/2/2016,13:42,6/2/2016,2016,PEEC2820
2,PP2016,6,whole,2,14038.31,14:17,6/2/2016,13:42,6/2/2016,2016,PEEC2821
2,PP2016,6,whole,3,13120.84,14:17,6/2/2016,13:42,6/2/2016,2016,PEEC2822
2,PP2016,6,whole,k,5762.12,14:18,6/2/2016,13:42,6/2/2016,2016,PEEC2823
