"","site","fluorimeter","when",".id","substrate","treatment","volume","rep","slope","int","slope.se","int.se","pval","rsq","n","calib.slope","v0"
"9","BS","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"1",74.2339443122985,2553.08178256611,5.5327717835175,32.6968400520613,0.0473606997270988,0.99447573339015,3,16.285,0.00455842458165787
"10","BS","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"2",61.3760695749748,2724.91176883154,10.8529540712721,64.1962401190217,0.111419886888825,0.969680201428809,3,16.285,0.00376887132790758
"11","BS","UT","PEEC2013","thirteen","Arg-AMC","killed",40,"3",36.2280824800103,2818.72604853416,3.47673545466618,20.5652159414239,0.0609085765731676,0.9908741964367,3,16.285,0.00222462895179677
"19","BS","UT","PEEC2013","thirteen","Gly-AMC","live",40,"1",12942.0176297748,-44068.5044074438,65.2445387454272,388.815241594342,0.00320936137808821,0.999974585982838,3,16.285,0.794720149203239
"20","BS","UT","PEEC2013","thirteen","Gly-AMC","live",40,"2",-1934.04925143417,28422.8694557157,4246.00610723685,25303.4494862155,0.727897867179813,0.171828143462985,3,16.285,-0.118762619062583
"29","BS","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"1",58.9475185396448,4435.29150028524,13.9463189668185,83.8713890043962,0.147897606865998,0.946992806351445,3,16.285,0.00361974323240067
"39","BS","UT","PEEC2013","thirteen","Arg-AMC","live",40,"1",115723.469387755,-418128.520408163,NA,NA,NA,1,2,16.285,7.10613874042095
"40","BS","UT","PEEC2013","thirteen","Arg-AMC","live",40,"2",83326.9299573414,-296638.569973855,6205.16556840338,36366.1095282794,0.0473202743254961,0.994485142631455,3,16.285,5.11679029520058
"41","BS","UT","PEEC2013","thirteen","Arg-AMC","live",40,"3",84616.1457631685,-304387.427253132,6696.06455495207,39285.53380622,0.0502738803944354,0.993776687782738,3,16.285,5.19595614142883
"49","BS","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"1",68.7721691678034,2305.44884038199,2.95370192286652,18.0179852361592,0.0273254449478137,0.998158772241442,3,16.285,0.00422303771371221
"50","BS","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"2",-9.20873124147504,3149.86630286495,748.609844946652,4566.62232213393,0.992169265798508,0.000151294387213049,3,16.285,-0.000565473211020881
"59","BS","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"1",192.031423583557,4268.20814156484,4.11502945394384,25.2552735134151,0.0136399980077201,0.999541011387068,3,16.285,0.01179192039199
"60","BS","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"2",113.401047452784,4516.29027138551,32.7717976953452,201.131176237152,0.179097540053101,0.922921842788264,3,16.285,0.00696352762989153
"61","BS","UT","PEEC2013","thirteen","Gly-AMC","live",40,"3",11507.1814671815,-37937.6100386101,20.1515306311657,120.29655523129,0.00111485595022419,0.999996933260957,3,16.285,0.706612309928246
"69","BS","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"1",274.688259109314,3528.85991902833,1496.66019417426,9242.45175862002,0.884444563243565,0.0325870955357914,3,16.285,0.0168675627331479
"70","BS","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"2",-18.9473684210518,4918.15789473684,NA,NA,NA,1,2,16.285,-0.00116348593313183
"71","BS","UT","PEEC2013","thirteen","Gly-AMC","killed",40,"3",120.300915830788,4007.53285361245,32.0501159028127,192.900452513453,0.165755775100519,0.933726340500477,3,16.285,0.00738722234146689
"78","BS","UT","PEEC2013","thirteen","Leu-AMC","killed",40,"3",64.7339699863571,2472.6139154161,16.5171011526694,100.756573440601,0.159042347256727,0.938876047148996,3,16.285,0.00397506723895346
"79","BS","UT","PEEC2013","thirteen","Leu-AMC","live",40,"1",98261.6745702431,-410415.640189686,8468.35779825422,51290.3647654282,0.0547297414342528,0.992627473075476,3,16.285,6.03387624011318
"80","BS","UT","PEEC2013","thirteen","Leu-AMC","live",40,"2",82019.772558347,-342592.629032258,3841.80816072467,23289.518867915,0.0297975067158581,0.997810815144662,3,16.285,5.03652272387762
"82","BS","UT","PEEC2013","thirteen","Leu-AMC","live",40,"3",NA,146344,NA,NA,NA,0,1,16.285,NA
"88","BS","UT","PEEC2013","thirteen","Pyr-AMC","live",40,"3",31.2145748987843,4908.9109311741,51.0358938359778,313.47362686327,0.650546765616944,0.272239837819264,3,16.285,0.00191676849240309
"89","BS","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"1",-45.8327953518407,6230.51517107812,48.4225049850041,302.780152558582,0.517487034469916,0.472545245502237,3,16.285,-0.00281441789080999
"90","BS","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"2",-58.3150419625575,5524.51581665591,16.4036057760066,102.569791895489,0.17456571395943,0.926676120694842,3,16.285,-0.00358090524793107
"92","BS","UT","PEEC2013","thirteen","GGR-AMC","live",40,"1",NA,5910,NA,NA,NA,0,1,16.285,NA
"93","BS","UT","PEEC2013","thirteen","GGR-AMC","live",40,"2",NA,5111,NA,NA,NA,0,1,16.285,NA
"94","BS","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"3",103.502618631962,3992.55054753214,21.9935542157726,136.075623276385,0.133294454228323,0.956797565290713,3,16.285,0.0063557027099762
"96","BS","UT","PEEC2013","thirteen","Pyr-AMC","killed",40,"2",89.4736842105255,4573.73684210527,18.5359823266149,114.567516494173,0.130046891394188,0.958848055208411,3,16.285,0.00549423912867826
"99","BS","UT","PEEC2013","thirteen","GGR-AMC","killed",40,"3",41.8431245965126,4780.9761136217,43.6255405147181,272.785305439849,0.513274534651623,0.479154453229285,3,16.285,0.00256942736238947
"100","BS","UT","PEEC2016","sixteen","Arg-AMC","killed",NA,"4",10371.1991971664,11857.83257379,5261.85296549187,44200.6741658109,0.187505376548863,0.660147513137006,4,1212.14636666667,0.00855606177799027
"101","BS","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"3",861790.805525384,-6633254.0789823,84282.6244934452,709395.793277782,0.00942964848491383,0.981229621300721,4,1212.14636666667,0.710962660305834
"102","BS","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"3",8624.5225159526,87255.0337192343,9149.79114606234,77433.1765896478,0.445388103261275,0.307594356004127,4,1212.14636666667,0.00711508341989222
"103","BS","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"3",733982.593979618,-5701736.40700404,90724.053235161,761344.031865057,0.0149367881967271,0.97034953124818,4,1212.14636666667,0.605523073915593
"104","BS","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"3",3378667.45854545,-26838289.2454,726494.289923041,6130057.91077217,0.0432573645014334,0.915356470580743,4,1212.14636666667,2.78734280896835
"105","BS","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"1",768885.336340024,-6097914.96324912,343405.952432071,2878961.95008401,0.154529746312953,0.71481994986964,4,1212.14636666667,0.634317238812022
"106","BS","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"2",707210.518299883,-5477522.27375443,81144.4369574168,680278.675447841,0.0129105772364461,0.974345528531686,4,1212.14636666667,0.583436569829988
"107","BS","UT","PEEC2016","sixteen","GGR-AMC","killed",NA,"4",17283.3534893896,11767.3472588062,5493.03391971826,46647.7981014772,0.0878971703636472,0.831931571830642,4,1212.14636666667,0.0142584707298326
"108","BS","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"1",734235.019636367,-5620031.32494548,77564.3003643308,651892.709248562,0.0109763257695612,0.978167828188277,4,1212.14636666667,0.605731320760769
"109","BS","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"3",559947.98419183,-4277383.71672736,25156.348000941,213525.592375515,0.00201227529688639,0.995979498658098,4,1212.14636666667,0.461947500392758
"110","BS","UT","PEEC2016","sixteen","Leu-AMC","killed",NA,"4",9292.21558796709,18438.1059115778,21358.1048374306,180394.347435112,0.705960588118293,0.0864591757397405,4,1212.14636666667,0.00766591877309352
"111","BS","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"1",3866553.28485423,-30630653.36621,549573.968512691,4630260.34262571,0.0196101635323116,0.961164231449141,4,1212.14636666667,3.18984026284469
"112","BS","UT","PEEC2016","sixteen","Gly-AMC","killed",NA,"4",19019.7589090909,-6225.95581818197,5246.39342795786,44180.9461615736,0.0683755386748462,0.867924136939383,4,1212.14636666667,0.0156909754730315
"113","BS","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"2",779555.052713915,-6001287.47634986,57541.3742383794,483837.985320796,0.00540424693040704,0.989220712024071,4,1212.14636666667,0.643119572150059
"114","BS","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"1",-857.308363636289,164669.245672727,30769.7285496057,260143.24985712,0.980302363032316,0.00038799690211071,4,1212.14636666667,-0.000707264722488785
"115","BS","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"2",8157.60763636362,80287.0604727274,6677.23174243963,56452.7815943187,0.34627630426809,0.42735467036139,4,1212.14636666667,0.00672988663802754
"116","BS","UT","PEEC2016","sixteen","Pyr-AMC","killed",NA,"4",43865.2603636364,-239327.337745455,103607.361414265,877676.257709708,0.713201729445818,0.0822532479928694,4,1212.14636666667,0.0361880888066871
"117","BS","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"2",1377741.51194166,-10785327.8587055,94013.6858996194,797188.413766978,0.00462408911150809,0.990773203977095,4,1212.14636666667,1.13661315978727
"118","BS","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"2",3089304.52690909,-24463448.2986,520381.524057927,4390907.02076805,0.0272208889121451,0.946299198968877,4,1212.14636666667,2.54862334439404
"119","BS","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"1",627119.697440384,-4768615.96456792,60030.7725945675,508791.7861321,0.009039142978258,0.982003420149265,4,1212.14636666667,0.517363013812373
"120","BS","UT2","PEEC2015","fifteen","Arg-AMC","killed",NA,"4",-2837.80100937277,165712.255948089,494.402476730049,240.612967888465,0.109809915849662,0.970541442138383,3,45.75995,-0.0620149499589219
"121","BS","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"3",1081.36363636352,197847.386363636,753.442101292531,407.228053429562,0.387410290795333,0.673190726792319,3,45.75995,0.0236312241679354
"122","BS","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"1",87748.6363636363,201445.96969697,4784.3967079982,2652.6768481129,0.0346766486709658,0.997035957444522,3,45.75995,1.91758593188228
"123","BS","UT2","PEEC2015","fifteen","Gly-AMC","killed",NA,"4",-17502.6315789474,158691.289473684,9087.79710560749,4544.73993759992,0.304882779075116,0.787653252592947,3,45.75995,-0.382487996139581
"124","BS","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"1",126103.636363636,184433.333333333,2587.05406985068,1224.61989567742,0.0130586144961167,0.999579299484176,3,45.75995,2.75576429527646
"125","BS","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"2",129883.636363636,180787.333333333,947.904169233205,448.704307484984,0.0046460342494759,0.999946740527859,3,45.75995,2.8383692806403
"126","BS","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"3",135302.727272727,182224.287878788,2516.19744590463,1223.85028035444,0.0118377245811957,0.999654278680269,3,45.75995,2.95679359948442
"127","BS","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"1",42823.9726027396,135595.232876712,11069.2282637687,5387.10866174426,0.161030234256235,0.937371430184406,3,45.75995,0.9358395846748
"128","BS","UT2","PEEC2015","fifteen","Pyr-AMC","killed",NA,"4",-1622.05479452077,196452.280821918,2647.19052877354,1445.66838949052,0.650025464858861,0.272969110500507,3,45.75995,-0.0354470403599822
"129","BS","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"3",49703.0136986301,137084,4104.24861223654,2052.50429395712,0.0524501647088304,0.993227475269119,3,45.75995,1.08616844421006
"130","BS","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"1",253974.545454545,194620.606060606,3853.02575101923,1976.87160606805,0.00965736236863092,0.999769896356503,3,45.75995,5.55014910319057
"131","BS","UT2","PEEC2015","fifteen","GGR-AMC","killed",NA,"4",8971.36363636356,195850.840909091,4806.44099100368,2732.66668064368,0.313114926983207,0.776981461332374,3,45.75995,0.196052741236902
"132","BS","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"1",-6388.70223503973,207853.930425379,9709.5371604542,5121.6381129666,0.629508854586805,0.302134328757992,3,45.75995,-0.139613400692958
"133","BS","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"2",-2235.00000000001,211995.75,2180.02213007192,1178.28054330863,0.492072929851762,0.512450525628239,3,45.75995,-0.0488418365841747
"134","BS","UT2","PEEC2015","fifteen","Leu-AMC","killed",NA,"4",-83.1818181818385,144979.712121212,594.408345324786,313.071781771825,0.911485906425054,0.0192072100593948,3,45.75995,-0.00181778647445722
"135","BS","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"2",96080.4545454545,220604.121212121,9901.81954854257,5489.9978144999,0.0653776919080807,0.989490751623814,3,45.75995,2.09966257711065
"136","BS","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"3",81906.2725306416,231011.669790916,7014.31874843689,3929.82733152916,0.0543863761983831,0.992719466428205,3,45.75995,1.7899117575662
"137","BS","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"2",254146.005767844,187372.575342466,3218.57997903395,1653.38829103604,0.00806190958934748,0.999839641352278,3,45.75995,5.55389605469071
"138","BS","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"2",42540,136935,2730.34190938587,1364.15934213853,0.0408041545026019,0.995897451531858,3,45.75995,0.929633882904155
"139","BS","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"3",266342.727272727,187163.818181818,5999.19416076132,3159.74434053148,0.014337015958938,0.999492911374336,3,45.75995,5.82043309209751
"147","BW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"1",42.2448979591841,3980.36734693877,NA,NA,NA,1,2,24.1144285714286,0.00175185150392645
"148","BW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"2",40.2061855670103,2896.96907216495,NA,NA,NA,1,2,24.1144285714286,0.00166730824443618
"149","BW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"3",38.350515463918,3866.24742268041,NA,NA,NA,1,2,24.1144285714286,0.00159035555623146
"157","BW","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"1",95.049504950495,4066.24752475248,NA,NA,NA,1,2,24.1144285714286,0.00394160303939826
"158","BW","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"2",52.6530612244908,4076.73469387755,NA,NA,NA,1,2,24.1144285714286,0.00218346709185038
"167","BW","MXS","PEEC2013","thirteen","Gly-AMC","killed",40,"1",107.872340425531,6050.63829787234,NA,NA,NA,1,2,24.1144285714286,0.00447335254517875
"176","BW","MXS","PEEC2013","thirteen","Gly-AMC","live",40,"1",110.816326530613,6719.68367346939,NA,NA,NA,1,2,24.1144285714286,0.00459543655377806
"177","BW","MXS","PEEC2013","thirteen","Gly-AMC","live",40,"2",118.163265306122,10828.3367346939,NA,NA,NA,1,2,24.1144285714286,0.00490010638054783
"178","BW","MXS","PEEC2013","thirteen","Gly-AMC","live",40,"3",43.9175257731965,3063.21649484536,NA,NA,NA,1,2,24.1144285714286,0.0018212136208457
"191","BW","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"1",95.0000000000015,11874.3333333333,NA,NA,NA,1,2,24.1144285714286,0.00393955012114864
"197","BW","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"1",103.40425531915,3096.8085106383,NA,NA,NA,1,2,24.1144285714286,0.00428806575336667
"198","BW","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"2",80.4255319148936,3176.85106382979,NA,NA,NA,1,2,24.1144285714286,0.0033351622526185
"199","BW","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"3",42.8571428571426,3938.71428571429,NA,NA,NA,1,2,24.1144285714286,0.00177724065615724
"208","BW","MXS","PEEC2013","thirteen","Gly-AMC","killed",40,"2",85.8064516129036,7237.82795698925,NA,NA,NA,1,2,24.1144285714286,0.00355830333523098
"209","BW","MXS","PEEC2013","thirteen","Gly-AMC","killed",40,"3",66.4516129032262,6084.95698924731,NA,NA,NA,1,2,24.1144285714286,0.00275567852277287
"210","BW","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"3",-2.81249999999995,249.859375,NA,NA,NA,1,2,24.1144285714286,-0.000116631418060317
"213","BW","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"1",100.212765957446,3362.91489361702,NA,NA,NA,1,2,24.1144285714286,0.00415571804492939
"214","BW","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"2",112.978723404256,3160.8085106383,NA,NA,NA,1,2,24.1144285714286,0.00468510887867839
"215","BW","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"3",315.157894736842,2926.93684210526,NA,NA,NA,1,2,24.1144285714286,0.013069266551489
"217","BW","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"1",149.747368421053,190.60947368421,NA,NA,NA,1,2,24.1144285714286,0.00620986593057724
"218","BW","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"2",3.34736842105263,245.193684210526,NA,NA,NA,1,2,24.1144285714286,0.000138811849144071
"219","BW","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"3",-6.43749999999995,258.996875,NA,NA,NA,1,2,24.1144285714286,-0.000266956356893618
"221","BW","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"2",127.500000000001,10190,NA,NA,NA,1,2,24.1144285714286,0.00528729095206785
"226","BW","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"3",49.6774193548388,3273.78494623656,NA,NA,NA,1,2,24.1144285714286,0.00206007035197583
"228","BW","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"2",7.5625,238.844791666667,NA,NA,NA,1,2,24.1144285714286,0.000313608924117748
"231","BW","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"3",60.6185567010308,7276.67010309278,NA,NA,NA,1,2,24.1144285714286,0.00251378781468839
"232","BW","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"1",-0.0624999999999653,241.430208333333,NA,NA,NA,1,2,24.1144285714286,-2.59180929022789e-06
"248","DR","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"1",1905.57660474526,6938.21206547729,89.7691000671017,181.398749310281,0.0299681287091622,0.997785691179662,3,24.032,0.079293300796657
"251","DR","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"1",64.5292052345987,4531.99218001915,9.53650699986045,19.6018891818882,0.0934073189100528,0.978626145638594,3,24.032,0.00268513670250494
"252","DR","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"2",80.9881584320126,4287.65346399891,30.5389766724475,62.9618280081425,0.229560360951076,0.875511867936551,3,24.032,0.00337001325033341
"258","DR","MXS","PEEC2013","thirteen","Gly-AMC","killed",40,"1",92.0300031918284,6928.05777210342,29.6709756917402,63.0412878332313,0.198551165447882,0.905841998153155,3,24.032,0.00382947749633108
"259","DR","MXS","PEEC2013","thirteen","Gly-AMC","killed",40,"2",49.6365874789099,6950.09051114861,18.5565025646978,39.4266043527806,0.227756881015053,0.877376324145947,3,24.032,0.00206543722864971
"270","DR","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"3",54.8133402032868,6979.21680172374,85.8853485128336,191.063177771874,0.638370663041644,0.289428908089763,3,24.032,0.00228084804441107
"277","DR","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"1",71.0934595234072,3478.13249957749,5.26025908602548,11.8948559680704,0.0470183029148248,0.99455517587742,3,24.032,0.00295828310267174
"278","DR","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"2",7.81003868201453,3653.4646502307,6.13648237830937,13.4278808880021,0.423970364342951,0.618294728992869,3,24.032,0.000324984965130432
"279","DR","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"3",39.8239290170518,3451.32866583484,9.49710376256041,20.8508154703939,0.149035700730212,0.946188884214091,3,24.032,0.00165712088120222
"280","DR","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"3",62.5795475446012,4170.26710502115,45.5439844958774,93.906669811275,0.400514263006351,0.653740030098558,3,24.032,0.00260400913551103
"288","DR","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"1",8759.09784807798,14679.6439212801,23.9737876629762,51.7687450785103,0.00174243391256743,0.999992508801592,3,24.032,0.364476441747586
"289","DR","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"2",1837.33345492681,7032.31831653824,26.7590832438329,54.2692123514745,0.00927112991893828,0.999787932368591,3,24.032,0.0764536224586724
"290","DR","MXS","PEEC2013","thirteen","Arg-AMC","live",40,"3",1646.86881583147,6574.70124481328,59.8726787295597,121.425800967039,0.0231344179300401,0.99868002492815,3,24.032,0.0685281631088328
"299","DR","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"1",147.932924258746,6366.84116352054,7.6814169497693,17.3081426293717,0.0330268200138385,0.997311044451748,3,24.032,0.00615566429172547
"300","DR","MXS","PEEC2013","thirteen","Gly-AMC","killed",40,"3",53.997550020416,6825.70436913026,0.848697823226963,1.8085098114132,0.0100051452453008,0.999753026251663,3,24.032,0.00224690204811984
"301","DR","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"3",121.214935909343,7005.30429128739,70.7846660146901,160.010925557492,0.336480183769622,0.74570703641333,3,24.032,0.00504389713337814
"304","DR","MXS","PEEC2013","thirteen","GGR-AMC","killed",40,"1",0.199124417454307,7724.5984324248,82.6643935062705,191.707278906063,0.998466494572201,5.80242517941909e-06,3,24.032,8.28580298994286e-06
"307","DR","MXS","PEEC2013","thirteen","Gly-AMC","live",40,"1",1685.85193400804,9142.18998105274,115.864665903238,241.38214584766,0.0436846950381327,0.995298714632936,3,24.032,0.0701502968545289
"308","DR","MXS","PEEC2013","thirteen","Gly-AMC","live",40,"2",1434.86344100929,8879.57003558391,124.586152847769,259.551716503578,0.055138060207947,0.992517331435887,3,24.032,0.0597063682177633
"309","DR","MXS","PEEC2013","thirteen","Gly-AMC","live",40,"3",1378.88817362516,9095.60000919625,28.2744471998853,59.0807662865538,0.0130522186779597,0.999579711424989,3,24.032,0.0573771710063732
"315","DR","MXS","PEEC2013","thirteen","GGR-AMC","killed",40,"3",46.2424901840195,7144.56383934907,29.2610806754811,68.1020411433499,0.359162177529704,0.714079703213202,3,24.032,0.00192420481791027
"317","DR","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"3",6589.40951165017,12820.690392595,84.9163753726729,183.987294417643,0.00820353496331814,0.999833958066347,3,24.032,0.274193138800357
"318","DR","MXS","PEEC2013","thirteen","GGR-AMC","killed",40,"2",41.8712046321126,7205.89307065857,21.3418207824294,49.4938898788395,0.300089030990049,0.793779473987541,3,24.032,0.0017423104457437
"319","DR","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"2",173.82781089699,6622.39382596239,15.1521427918473,33.6968828227678,0.0553526697036238,0.992459116826526,3,24.032,0.0072331812124247
"322","DR","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"1",176.211007902397,7227.19908498545,58.7187555767109,130.584766349469,0.204773431751223,0.90005591303667,3,24.032,0.00733234886411439
"323","DR","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"2",165.065342638999,6530.62330788328,9.78918218376801,22.057461867976,0.0377104975601818,0.996495256310732,3,24.032,0.00686856452392637
"324","DR","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"1",580.388363225532,7906.56307960269,51.7805162341839,118.586510203192,0.0566473341681952,0.99210318068327,3,24.032,0.0241506476042582
"325","DR","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"2",484.003671797768,7915.39271760109,24.2721934239599,55.5876017169574,0.0318989815954132,0.997491408768939,3,24.032,0.0201399663697474
"326","DR","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"3",406.031633950006,8052.70392599915,5.39354897710674,12.3521779487945,0.00845608493883039,0.999823577941127,3,24.032,0.0168954574712885
"329","DR","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"2",7478.79253264667,13792.3113849549,147.526957647803,318.568161612272,0.0125563583785372,0.999611034714623,3,24.032,0.311201420299878
"337","DR","MXS","PEEC2015","fifteen","Arg-AMC","killed",NA,"4",173.385826771653,4973.63779527559,30.6748732024693,94.9754470281634,0.00482653355673279,0.888732252208248,6,2.21462980216397,0.078291110596558
"338","DR","MXS","PEEC2015","fifteen","Pyr-AMC","live",NA,"3",1177.71439843506,860.237749247941,141.130029913234,443.850682360094,0.00112718516454123,0.945679605855045,6,2.21462980216397,0.531788381644772
"339","DR","MXS","PEEC2015","fifteen","GGR-AMC","live",NA,"1",9394.49634140271,-15586.1012294878,437.485201862368,1380.32377995141,2.78136458014836e-05,0.991400192661787,6,2.21462980216397,4.24201658093064
"340","DR","MXS","PEEC2015","fifteen","Gly-AMC","killed",NA,"4",323.652622754098,1881.35467591603,47.3668940535233,147.427211971477,0.00239956606132826,0.921086389992629,6,2.21462980216397,0.146142990777894
"341","DR","MXS","PEEC2015","fifteen","Arg-AMC","live",NA,"1",3953.69100601555,-3177.02044309679,140.032019014557,432.138439263337,9.36324715550386e-06,0.995007299554011,6,2.21462980216397,1.78526045398301
"342","DR","MXS","PEEC2015","fifteen","Arg-AMC","live",NA,"2",4213.74950845458,-4433.31101717132,166.996553388322,516.643283262244,1.46478059517554e-05,0.993756650810158,6,2.21462980216397,1.90268798168309
"343","DR","MXS","PEEC2015","fifteen","Arg-AMC","live",NA,"3",4193.60380056877,-4218.85369782848,182.754299137781,565.843292728989,2.13694512340168e-05,0.992460653572653,6,2.21462980216397,1.89359133362655
"344","DR","MXS","PEEC2015","fifteen","Gly-AMC","live",NA,"1",1524.27317526423,-944.894539481326,67.0454314171283,208.265445268845,2.21715435742371e-05,0.992320644309758,6,2.21462980216397,0.688274479903966
"345","DR","MXS","PEEC2015","fifteen","Pyr-AMC","killed",NA,"4",417.504643861062,3754.32602370424,500.871932207628,1575.23065092561,0.451413059062329,0.147996259817552,6,2.21462980216397,0.188521189163583
"346","DR","MXS","PEEC2015","fifteen","Gly-AMC","live",NA,"3",1286.34228132757,-467.311426363982,41.4371141163428,128.971053061098,6.41629949403209e-06,0.995866413880739,6,2.21462980216397,0.580838513087221
"347","DR","MXS","PEEC2015","fifteen","Leu-AMC","live",NA,"1",9101.46111599662,-14984.1745673564,146.296129225601,456.823615935255,3.998438591845e-07,0.998967583772762,6,2.21462980216397,4.10969865351913
"348","DR","MXS","PEEC2015","fifteen","GGR-AMC","killed",NA,"4",557.697009966776,4519.6692358804,61.3652236248054,194.109568437708,0.00081279602690669,0.953807777243621,6,2.21462980216397,0.251824033715177
"349","DR","MXS","PEEC2015","fifteen","Pyr-AMC","live",NA,"1",806.335927259453,2445.30964509118,103.471480233407,324.782681708095,0.00146263676745435,0.938203171027258,6,2.21462980216397,0.364095130694783
"350","DR","MXS","PEEC2015","fifteen","Pyr-AMC","live",NA,"2",961.33545937238,2013.234214982,175.090859970797,550.656708007731,0.00536148483177609,0.882854370460764,6,2.21462980216397,0.434084043497037
"351","DR","MXS","PEEC2015","fifteen","Leu-AMC","killed",NA,"4",130.806963325826,4084.84207584699,32.2791935678741,100.992319939001,0.0154456148338924,0.80412928993787,6,2.21462980216397,0.0590649341023097
"352","DR","MXS","PEEC2015","fifteen","GGR-AMC","live",NA,"2",10003.3037989249,-17408.1403350155,434.838610190323,1374.63153854483,2.11562448466797e-05,0.992498311115418,6,2.21462980216397,4.51691916597096
"353","DR","MXS","PEEC2015","fifteen","GGR-AMC","live",NA,"3",9999.96909572107,-17027.3490704059,368.600536073017,1165.23673412701,1.09763240108178e-05,0.994594688382394,6,2.21462980216397,4.51541340496269
