"","site","fluorimeter","when",".id","substrate","treatment","volume","rep","slope","int","slope.se","int.se","pval","rsq","n","calib.slope","v0"
"1320","TW","MXS","PEEC2013","thirteen","Leu-AMC","killed",40,"3",71.0995106035887,3557.27275693312,8.10362433296515,19.6986114664052,0.0722474875164722,0.987176103308389,3,22.7275,0.00312834718308607
"1321","TW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"2",36.8019382192606,4055.99596204321,15.9252157837038,36.515307844248,0.259994099181539,0.842280309704052,3,22.7275,0.00161926908895658
"1322","TW","MXS","PEEC2013","thirteen","Arg-AMC","killed",40,"3",37.0807453416144,4035.87577639752,5.1638781840567,11.8631914398155,0.0880893659792914,0.980975501003242,3,22.7275,0.00163153647966624
"1328","TW","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"1",2119.16681345781,3599.11079795667,126.832982422839,300.206124891878,0.0380565512243246,0.996430714995302,3,22.7275,0.09324240736807
"1329","TW","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"2",2002.47178002894,3802.6020260492,114.781578263667,272.620232127963,0.0364511261652466,0.996725183224345,3,22.7275,0.0881078772425011
"1330","TW","MXS","PEEC2013","thirteen","Leu-AMC","live",40,"3",2093.89069389649,3801.10106753307,135.993522736307,323.61294224041,0.0412890418275026,0.995799506270929,3,22.7275,0.0921302692287535
"1338","TW","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"1",85.8792822185973,6478.288091354,38.2124879633954,95.2285788174961,0.266521687842401,0.834734506480613,3,22.7275,0.00377865063111197
"1339","TW","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"2",99.349281028427,6591.27804651779,2.45845393268385,6.14472333496523,0.0157503006035867,0.999388031826263,3,22.7275,0.00437132465200427
"1340","TW","MXS","PEEC2013","thirteen","Pyr-AMC","killed",40,"3",52.6199021207173,6529.38955954323,9.93456874292398,24.9102694148072,0.118794675978799,0.965581885396965,3,22.7275,0.00231525254078615
"1341","TW","MXS","PEEC2013","thirteen","Gly-AMC","killed",40,"3",81.4704513727304,6428.26663564449,8.26935378578813,19.5670830438281,0.0643971651056161,0.989802552692272,3,22.7275,0.00358466401376
"1349","TW","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"1",112.152395915161,6738.45456925897,7.9867543129847,19.6946636641453,0.0452594578536635,0.994954239356221,3,22.7275,0.00493465607370634
"1350","TW","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"2",99.5421111921007,6786.81820290239,11.8894137668854,29.3515338594455,0.0756800020148432,0.985934497559496,3,22.7275,0.00437980909436149
"1351","TW","MXS","PEEC2013","thirteen","Pyr-AMC","live",40,"3",141.748061758663,6689.91690411504,3.42943993970888,8.46629821141043,0.0153993177142658,0.999414997116596,3,22.7275,0.00623685234885769
"1352","TW","MXS","PEEC2013","thirteen","GGR-AMC","killed",40,"1",16.2556843655917,7235.34759495293,3.52777913794114,9.07509961646299,0.136048430810095,0.955021456478599,3,22.7275,0.000715242959656438
"1353","TW","MXS","PEEC2013","thirteen","GGR-AMC","killed",40,"2",32.6951995373048,7188.40977443609,38.377597708481,98.8983569412303,0.550790858171076,0.420556027542512,3,22.7275,0.00143857439389747
"1354","TW","MXS","PEEC2013","thirteen","GGR-AMC","killed",40,"3",71.6946211683044,7413.12781954888,15.2468555761711,39.2908638122059,0.13339869329035,0.956730960688013,3,22.7275,0.00315453178608753
"1362","TW","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"1",1792.57374204743,6804.32793522268,13.3435030403811,33.7698728907049,0.0047387623600687,0.999944593388177,3,22.7275,0.0788724559255274
"1363","TW","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"2",1725.23001631321,7212.62740619902,5.27244177312196,13.3824578741524,0.00194555520141249,0.999990660459339,3,22.7275,0.0759093616241651
"1364","TW","MXS","PEEC2013","thirteen","GGR-AMC","live",40,"3",1814.48814343551,7015.95286292655,32.5072577823065,82.7694762061282,0.0114040697810554,0.999679141882023,3,22.7275,0.079836679944363
"1365","TW","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"2",22197.0437956204,38077.0310218978,117.413428850999,60.3154154121415,2.79786681658596e-05,0.999944043446474,4,27.64065,0.803057952530799
"1366","TW","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"2",2048.4681130835,51567.2246329169,540.265516182701,284.851688065299,0.0630520296476404,0.877871499147406,4,27.64065,0.0741107069871187
"1367","TW","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"2",16211.2426035503,47820.2998027613,357.490040908666,173.632282744259,0.000485935509947948,0.999028365113424,4,27.64065,0.586500049874018
"1368","TW","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"2",5835.41091387246,19436.6429980276,389.435931276222,194.474415867201,0.00442424887973361,0.991171076218683,4,27.64065,0.211116993047286
"1369","TW","UT2","PEEC2015","fifteen","Arg-AMC","killed",NA,"4",13.4937650404667,41051.5462699628,698.903578038424,344.31790551365,0.98634912739403,0.00018634632290459,4,27.64065,0.000488185518085381
"1370","TW","UT2","PEEC2015","fifteen","Gly-AMC","killed",NA,"4",1115.87967183227,15177.2511394713,367.364766302949,186.165717485643,0.0934400119886505,0.821851011863138,4,27.64065,0.0403709634842982
"1371","TW","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"1",-8097.31996353692,50782.8163172288,5883.31197229127,3064.1269287999,0.302559550709472,0.486423180306574,4,27.64065,-0.292949694147457
"1372","TW","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"1",8979.13400182316,37712.6180492252,4164.41851045492,2110.36014071637,0.163816294443439,0.699203189438301,4,27.64065,0.324852490872073
"1373","TW","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"2",135436.01255887,75057.0941915228,14938.7535776979,8063.04530334866,0.0119487310265687,0.976245310120008,4,27.64065,4.89988522552363
"1374","TW","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"1",12190.1729660474,32916.5579756566,187.521045839291,90.2165940769846,0.0002365517560019,0.99952695244473,4,27.64065,0.441023382809282
"1375","TW","UT2","PEEC2015","fifteen","Pyr-AMC","killed",NA,"4",3361.88721635587,53402.1428892384,712.280453893811,379.279588123951,0.0420757821211876,0.917618807198735,4,27.64065,0.121628370402138
"1376","TW","UT2","PEEC2015","fifteen","Leu-AMC","killed",NA,"4",-143.217866909754,27520.5045578851,238.685381734781,124.311324833518,0.609417925825676,0.152554356666317,4,27.64065,-0.00518142181568646
"1377","TW","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"1",-7.07429322813804,15632.4181459566,977.884962997336,488.330920932251,0.994884658772818,2.61667158705197e-05,4,27.64065,-0.00025593801984172
"1378","TW","UT2","PEEC2015","fifteen","GGR-AMC","killed",NA,"4",-7906.98268003646,43570.8167730173,2553.46716875153,1402.79397921371,0.0903745212603115,0.827418511572407,4,27.64065,-0.28606355784095
"1379","TW","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"3",3155.58750842508,28194.0235902044,4110.72848407821,2073.27067827223,0.522941328621491,0.227584975937428,4,27.64065,0.114164735938738
"1380","TW","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"3",-205.329139519215,64400.253650865,1255.6692553793,668.62668404933,0.885137999006905,0.0131932792721368,4,27.64065,-0.00742852065777089
"1381","TW","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"3",22214.4102448888,37498.4455178612,692.46677658668,358.936034391612,0.000970277297731989,0.99806038684257,4,27.64065,0.803686246339677
"1382","TW","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"3",199857.047854415,67898.1399685464,1424.7553290173,779.014644405726,5.08169433690756e-05,0.999898368695624,4,27.64065,7.23054804624402
"1383","TW","UT2","PEEC2015","fifteen","GGR-AMC","live",NA,"1",159423.910665451,47842.4576116682,2989.07621660008,1599.22561258548,0.000351348522558927,0.999297426400666,4,27.64065,5.76773377852732
"1384","TW","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"3",16483.6412078153,43139.0435168739,746.678575279557,364.417734686728,0.00204562900988126,0.995912926578284,4,27.64065,0.596355049820292
"1385","AC","UT","PEEC2015","fifteen","Arg-AMC","killed",NA,"4",-11542.3828466091,66282.2203356942,7803.30456402034,6488.69265265584,0.235644709685332,0.421734911448245,5,9.10531234958576,-1.26765369527759
"1386","AC","UT","PEEC2015","fifteen","Pyr-AMC","live",NA,"2",5186.51507805683,87502.732376612,9121.83235839046,7937.68320027084,0.609417711316799,0.0972790626720571,5,9.10531234958576,0.569614185535633
"1387","AC","UT","PEEC2015","fifteen","Arg-AMC","live",NA,"1",11549.5577746077,84906.8948169282,4769.00682505667,3927.15799801924,0.0940176484004648,0.661594033675712,5,9.10531234958576,1.26844168889309
"1388","AC","UT","PEEC2015","fifteen","Arg-AMC","live",NA,"2",18767.4257990868,81807.6247146118,115.561621100105,95.4695671151364,5.14799627238113e-07,0.999886266162224,5,9.10531234958576,2.06115123551369
"1389","AC","UT","PEEC2015","fifteen","Arg-AMC","live",NA,"3",12543.5295846395,83376.2116477273,3676.98722221019,3042.63132441003,0.0421086503870823,0.795045310612837,5,9.10531234958576,1.37760563317854
"1390","AC","UT","PEEC2015","fifteen","Leu-AMC","live",NA,"1",43291.4873387019,60940.253905113,4154.82257452218,3534.58505345366,0.00188670575188448,0.973110461549694,5,9.10531234958576,4.75453072630412
"1391","AC","UT","PEEC2015","fifteen","Leu-AMC","live",NA,"2",21969.9819271378,79836.1461048226,7472.65694705679,6397.74656850945,0.060507777417199,0.742354178599209,5,9.10531234958576,2.41287515283727
"1392","AC","UT","PEEC2015","fifteen","Leu-AMC","live",NA,"3",18194.7193102773,78442.1002253355,7200.06673260376,6175.57017139205,0.0856474924094098,0.680369399772375,5,9.10531234958576,1.99825317481887
"1393","AC","UT","PEEC2015","fifteen","Gly-AMC","killed",NA,"4",24806.8122270742,71142.031441048,15906.3199808054,13487.5839209082,0.216764621602849,0.447739389696719,5,9.10531234958576,2.72443286673222
"1394","AC","UT","PEEC2015","fifteen","GGR-AMC","live",NA,"2",43973.6957596125,138683.507166156,14847.8383904932,13132.85500225,0.059466438286008,0.745140882207434,5,9.10531234958576,4.82945494578372
"1395","AC","UT","PEEC2015","fifteen","Gly-AMC","live",NA,"1",11400.6678082192,68242.7414383561,6479.01235583417,5440.48462532267,0.176701473210852,0.507898195213834,5,9.10531234958576,1.2520897000022
"1396","AC","UT","PEEC2015","fifteen","Gly-AMC","live",NA,"2",5474.098173516,68789.3192541857,2313.59034828537,1942.74250886513,0.0988556300243762,0.651091764344094,5,9.10531234958576,0.601198285500336
"1397","AC","UT","PEEC2015","fifteen","Gly-AMC","live",NA,"3",25563.8969435737,72794.8981191222,6041.29957388241,5081.71897696464,0.0241487438288348,0.856499052332244,5,9.10531234958576,2.80758044997069
"1398","AC","UT","PEEC2015","fifteen","Pyr-AMC","live",NA,"1",3444.77938266719,91241.6762465374,8431.42975970103,7291.27764256911,0.710273393342702,0.0527087417008754,5,9.10531234958576,0.378326327577759
"1399","AC","UT","PEEC2015","fifteen","Pyr-AMC","live",NA,"3",7190.31968031967,82063.0989010989,6552.52893904867,5713.19737363467,0.352679337220986,0.286418389447959,5,9.10531234958576,0.789684022278136
"1400","AC","UT","PEEC2015","fifteen","Leu-AMC","killed",NA,"4",-7291.93595342067,70128.4874332848,2331.49822255076,2009.16595350203,0.0521636283789762,0.765289923013802,5,9.10531234958576,-0.800844130707104
"1401","AC","UT","PEEC2015","fifteen","GGR-AMC","live",NA,"1",50850.6574226705,129501.611315815,13491.2555172026,11928.301192919,0.0326846053733756,0.825647719713997,5,9.10531234958576,5.5847241116318
"1402","AC","UT","PEEC2015","fifteen","GGR-AMC","killed",NA,"4",7208.97602397604,134424.667982018,7104.46541605773,6294.34965395698,0.384964084189298,0.255516160753316,5,9.10531234958576,0.79173297380666
"1403","AC","UT","PEEC2015","fifteen","Pyr-AMC","killed",NA,"4",-4568.89581478184,87884.9532502226,5099.55027236259,4466.92013380124,0.43630456806992,0.211088965159714,5,9.10531234958576,-0.501783534640599
"1404","AC","UT","PEEC2015","fifteen","GGR-AMC","live",NA,"3",48771.3686313687,119577.273526473,1022.96447901822,906.31676522279,2.03174958900963e-05,0.998681926385112,5,9.10531234958576,5.35636414862665
"1406","BB1","UT","PEEC2015","fifteen","Arg-AMC","killed",NA,"4",3788.99883503372,152059.83866982,465.621217713568,570.293599053872,0.000185082340283084,0.916919510732864,8,6.56536,0.577119736775093
"1407","BB1","UT","PEEC2015","fifteen","Arg-AMC","live",NA,"1",578307.383898216,197679.061599664,10483.3133085353,12641.4033291891,2.38285253617747e-09,0.998032224855297,8,6.56536,88.0846418015487
"1408","BB1","UT","PEEC2015","fifteen","Leu-AMC","killed",NA,"4",3647.29624838293,137502.483074601,1226.74317798928,1536.22067959434,0.0248558316844953,0.595677633185735,8,6.56536,0.55553636790411
"1409","BB1","UT","PEEC2015","fifteen","Gly-AMC","killed",NA,"4",1186.67765320523,50978.3776505755,198.955905297845,247.017442223696,0.000994995238661536,0.855684478001277,8,6.56536,0.180748299134432
"1410","BB1","UT","PEEC2015","fifteen","Arg-AMC","live",NA,"3",562645.623968248,178101.732798286,12668.8715745075,15443.4127645927,8.72687791806849e-09,0.996967239504195,8,6.56536,85.699127537294
"1411","BB1","UT","PEEC2015","fifteen","Pyr-AMC","killed",NA,"4",6213.52996768765,193423.444263431,386.175973165555,489.500155606995,3.66317235169456e-06,0.977348630533936,8,6.56536,0.946411159127245
"1412","BB1","UT","PEEC2015","fifteen","Gly-AMC","live",NA,"1",51645.4855791295,62795.6998976241,271.962156814029,333.09967698108,1.43870177674966e-12,0.999833646776291,8,6.56536,7.86636004409956
"1413","BB1","UT","PEEC2015","fifteen","Gly-AMC","live",NA,"2",49472.2828397336,60332.698136602,297.618974647905,365.333268630342,3.19777749121024e-12,0.999782902767799,8,6.56536,7.53534959845821
"1414","BB1","UT","PEEC2015","fifteen","Gly-AMC","live",NA,"3",49887.7490407844,61079.2884752025,313.92886097395,387.329146877691,4.18848496131125e-12,0.999762467658363,8,6.56536,7.59863115515134
"1415","BB1","UT","PEEC2015","fifteen","Pyr-AMC","live",NA,"1",14328.5053621691,214807.271475398,665.11193159121,836.308279863169,6.52860646711524e-07,0.987236779463146,8,6.56536,2.18244016507383
"1416","BB1","UT","PEEC2015","fifteen","Pyr-AMC","live",NA,"2",15770.4967053905,206866.49825787,567.776869329103,717.945625551823,1.44034033067331e-07,0.992282948008164,8,6.56536,2.40207645969002
"1417","BB1","UT","PEEC2015","fifteen","Pyr-AMC","live",NA,"3",15044.840013321,211295.075902541,636.677425500056,807.025088327108,3.76971888831077e-07,0.989369019713998,8,6.56536,2.29154837104454
"1418","BB1","UT","PEEC2015","fifteen","Arg-AMC","live",NA,"2",584367.487909062,178111.980689801,21674.2431150018,26251.2975020385,1.71980416376834e-07,0.991813522626648,8,6.56536,89.0076839516892
"1419","BB1","UT","PEEC2015","fifteen","GGR-AMC","killed",NA,"4",2370.25170752948,206295.540341234,395.908444904715,508.184256287073,0.000975684825721829,0.856605440656504,8,6.56536,0.361023874932902
"1420","BB1","UT","PEEC2015","fifteen","Leu-AMC","live",NA,"1",575504.928920084,163521.01065308,10718.7504009301,13329.4819088386,2.80223190117162e-09,0.997922990421108,8,6.56536,87.6577870703334
"1421","BB1","UT","PEEC2015","fifteen","Leu-AMC","live",NA,"2",579358.166031342,154490.145100946,11888.3859951585,14846.9367695877,5.00589509253468e-09,0.997479962750831,8,6.56536,88.2446912326731
"1422","BB1","UT","PEEC2015","fifteen","Leu-AMC","live",NA,"3",557569.557870124,152071.458709746,12413.0490214594,15535.9528393204,8.15445590570125e-09,0.997035028660793,8,6.56536,84.9259687008975
"1423","BB1","UT","PEEC2015","fifteen","GGR-AMC","live",NA,"1",193603.59109669,219853.537015412,3996.1676150767,5100.60656714867,5.18531186225016e-09,0.997450217978494,8,6.56536,29.4886481619729
"1424","BB1","UT","PEEC2015","fifteen","GGR-AMC","live",NA,"2",182201.777586947,233283.339094032,2844.96370578731,3644.25673736423,9.7450035843406e-10,0.998539287826688,8,6.56536,27.7519858144789
"1425","BB1","UT","PEEC2015","fifteen","GGR-AMC","live",NA,"3",181941.822993079,236252.244817872,2721.4512463076,3487.62911157011,7.53325186182843e-10,0.998659383159638,8,6.56536,27.712390941712
"1426","BB1","UT","PEEC2016","sixteen","Pyr-AMC","killed",NA,"4",-158046.532072797,1492898.8457646,108690.51695104,877925.306330025,0.383519725831559,0.678910606048078,3,1097.1315030303,-0.144054319501599
"1427","BB1","UT","PEEC2016","sixteen","Leu-AMC","killed",NA,"4",-10777.3228402367,223360.09416568,9557.04517345267,76982.8958629793,0.461841826269623,0.559795263020959,3,1097.1315030303,-0.00982318237191208
"1428","BB1","UT","PEEC2016","sixteen","GGR-AMC","killed",NA,"4",3087.84194885964,254611.264246718,6383.36121262506,51704.5326085223,0.713171305004327,0.189625610656324,3,1097.1315030303,0.00281446840267639
"1429","BB1","UT","PEEC2016","sixteen","Gly-AMC","killed",NA,"4",-20156.1553846155,327537.204307693,24310.2150977943,195416.710829063,0.55930106815234,0.407388000811845,3,1097.1315030303,-0.0183716859181818
"1430","BB1","UT","PEEC2016","sixteen","Arg-AMC","killed",NA,"4",-27007.283552177,343644.12175075,14844.0940097854,119001.096613392,0.319940520074614,0.767992279085969,3,1097.1315030303,-0.0246162684031789
"1431","BB1","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"3",249411.279408284,-1615628.85279882,6064.31019626076,48848.5878058153,0.0154760412396282,0.999409154464171,3,1097.1315030303,0.227330341640364
"1432","BB1","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"2",10892.1539667895,117936.547666053,26969.5472574372,216506.102439542,0.755641812531037,0.140235992288201,3,1097.1315030303,0.00992784724229061
"1433","BB1","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"3",-4680.12674556217,282929.831005918,15312.197214077,123595.876645162,0.811159846728148,0.0854384102796399,3,1097.1315030303,-0.00426578466905339
"1434","BB1","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"3",135898.222140222,-818691.510332106,33912.8977833316,271681.886737721,0.155686384403651,0.941377280167044,3,1097.1315030303,0.123866848928198
"1435","BB1","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"3",432672.281351927,-2676727.91603168,5790.27024824364,46866.0291296953,0.00851910476326055,0.999820938693659,3,1097.1315030303,0.394366837664288
"1436","BB1","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"1",8689.19005917146,195969.936248522,42036.8226754957,337212.155301857,0.8702355202213,0.040975886211701,3,1097.1315030303,0.00791991665098643
"1437","BB1","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"3",44305.7626814099,-122113.257495969,3039.623243479,24418.3943095727,0.0436073484303571,0.995315321738394,3,1097.1315030303,0.0403832745291119
"1438","BB1","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"2",150847.060118344,-904244.765834323,20701.9939419521,165723.499894225,0.0868262206177923,0.981513824398342,3,1097.1315030303,0.137492232883388
"1439","BB1","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"2",250514.201678091,-1645380.22133302,14181.7534350694,114786.087885919,0.036000987137021,0.996805480263497,3,1097.1315030303,0.22833561973762
"1440","BB1","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"1",-151478.188047339,1733661.06907102,371718.713479033,3006594.9246574,0.753652584634118,0.142412973606849,3,1097.1315030303,-0.138067485646846
"1441","BB1","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"1",136411.355079475,-808851.781384477,30376.9917083968,243018.922125993,0.13949071502251,0.952753563206202,3,1097.1315030303,0.124334553061965
"1442","BB1","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"2",10701.8591715976,147549.945562131,552.164678961708,4456.92258234674,0.0328174312217895,0.997345002010914,3,1097.1315030303,0.00975439967044859
"1443","BB1","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"2",240144.528994083,-1557837.88585799,1411.50867113421,11369.8348252508,0.00374184656509649,0.999965453289288,3,1097.1315030303,0.218883997342888
"1444","BB1","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"1",2630.18658892119,287910.377959184,5405.7861172414,43601.8034909116,0.711719448399797,0.191416822398267,3,1097.1315030303,0.00239733029418675
"1445","BB1","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"1",179219.607692308,-1067242.22615385,43654.5312778531,350915.237927144,0.152106542032338,0.94399128616288,3,1097.1315030303,0.163352895434412
"1446","BB2","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"3",844593.704690832,567783.190362473,118684.248342674,96541.2042381576,0.0888773166616513,0.98063585808045,3,1212.14636666667,0.696775346539557
"1447","BB2","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"2",209382.745842217,349587.845202559,56921.6915594252,47044.1701052095,0.168984187583646,0.931181064633895,3,1212.14636666667,0.172737180591489
"1448","BB2","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"2",804914.23304904,495495.085735608,121200.902655169,98588.3237285041,0.0951449841965845,0.977829492895646,3,1212.14636666667,0.664040461765776
"1449","BB2","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"2",1298059.15858965,612636.844963741,214822.117994332,181495.616007688,0.104410942180138,0.973341586743681,3,1212.14636666667,1.07087658247018
"1450","BB2","UT","PEEC2016","sixteen","Gly-AMC","killed",NA,"4",2889.00852878461,169022.967647477,366.524847928479,307.749942688933,0.0803379465625345,0.984159291808021,3,1212.14636666667,0.00238338257510041
"1451","BB2","UT","PEEC2016","sixteen","Pyr-AMC","killed",NA,"4",1795.85446361588,157897.200967742,1710.44396100555,1491.58457563498,0.484495539923777,0.52434471981235,3,1212.14636666667,0.00148154918663361
"1452","BB2","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"3",122442.559134031,349960.65035028,18636.7905145967,15490.226418827,0.0961608341496487,0.977357167532073,3,1212.14636666667,0.101013015012981
"1453","BB2","UT","PEEC2016","sixteen","Leu-AMC","killed",NA,"4",-9773.92303075775,135576.76612153,5960.11312692287,5116.16559299437,0.348608126149807,0.72894112594198,3,1212.14636666667,-0.00806331916634414
"1454","BB2","UT","PEEC2016","sixteen","GGR-AMC","killed",NA,"4",-947.364901002871,245077.237399074,52.3710435682121,46.4309550612835,0.0351570356556394,0.996953348973888,3,1212.14636666667,-0.000781559824007121
"1455","BB2","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"3",1342135.29179738,704516.99009514,214031.068986709,180932.810774167,0.100674412076099,0.975199829584815,3,1212.14636666667,1.10723863776301
"1456","BB2","UT","PEEC2016","sixteen","Arg-AMC","killed",NA,"4",-5667.02743857945,107632.534349307,4601.87260328109,3764.19135119753,0.434201103738221,0.602622156992175,3,1212.14636666667,-0.00467520061472729
"1457","BB2","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"2",-44966.9088900309,282520.325210689,40336.7093830974,34837.6071245647,0.465478758202861,0.554119603692966,3,1212.14636666667,-0.0370969299802361
"1458","BB2","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"3",-42042.5539054472,271847.380554985,22336.5623716575,19291.4195609425,0.310900238325714,0.779870999271894,3,1212.14636666667,-0.0346843871842489
"1459","BB2","UT","PEEC2016","sixteen","Gly-AMC","live",NA,"1",332189.369509595,193157.773152097,85742.1229046196,70863.4424698295,0.160809495375892,0.937539348807861,3,1212.14636666667,0.27405054261153
"1460","BB2","UT","PEEC2016","sixteen","Pyr-AMC","live",NA,"1",4417.55491372842,44722.3282270568,945.290571540786,811.438137919348,0.134203154006446,0.956215295304127,3,1212.14636666667,0.00364440717326609
"1461","BB2","UT","PEEC2016","sixteen","Arg-AMC","live",NA,"1",861242.275212844,563908.338338604,79767.5363121162,64205.2051408906,0.0587954497488479,0.991494652648846,3,1212.14636666667,0.710510132189078
"1462","BB2","UT","PEEC2016","sixteen","Leu-AMC","live",NA,"1",1211011.34594989,619239.627745074,232091.86360146,195997.16752519,0.12054726417223,0.964571101218725,3,1212.14636666667,0.999063627340734
"1463","BB2","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"1",4345798.34340448,737861.779763435,1103103.56022325,962717.266657064,0.158252328305543,0.939469256927612,3,1212.14636666667,3.58520923125412
"1464","BB2","UT","PEEC2016","sixteen","GGR-AMC","live",NA,"3",5782806.46609152,489195.04819955,578340.872531823,512290.424074362,0.0634575993830683,0.990096967910237,3,1212.14636666667,4.77071633023486
"1465","BB2","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"2",290561.567283528,-1183883.33919732,8674.35946629581,46993.0527509632,5.84893515837503e-05,0.997333386311147,5,44.5900274725275,6.51629038494194
"1466","BB2","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"1",617448.738670695,-2672658.38882175,21175.0337845975,115493.154239647,8.85736650193951e-05,0.99648408772047,5,44.5900274725275,13.8472383550585
"1467","BB2","UT2","PEEC2015","fifteen","Arg-AMC","killed",NA,"4",10269.3075108439,25929.2186667681,2103.59465523649,11410.1239871675,0.0164335818188863,0.888192678534967,5,44.5900274725275,0.230305027669494
"1468","BB2","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"2",13774.8942598187,52382.007854985,5619.28282188442,30834.2268652658,0.0915683768598615,0.667006091353607,5,44.5900274725275,0.308923206389716
"1469","BB2","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"2",661452.077039275,-2879616.21601208,25345.8627562577,138241.745747516,0.00012342579706318,0.995614392010696,5,44.5900274725275,14.834080948858
"1470","BB2","UT2","PEEC2015","fifteen","Pyr-AMC","killed",NA,"4",5440.86740924398,61461.4812937127,967.547699515901,5316.5941504429,0.0111205371194061,0.913350290646054,5,44.5900274725275,0.122019826352342
"1471","BB2","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"1",294872.660332542,-1200153.51504355,2695.51812162512,14550.9578760476,1.68408247779817e-06,0.999749372979646,5,44.5900274725275,6.61297328229315
"1472","BB2","UT2","PEEC2015","fifteen","GGR-AMC","killed",NA,"4",8034.52847667396,54545.4927557713,5316.15838849325,29334.2721035277,0.227879192294821,0.432264608128432,5,44.5900274725275,0.180186668008315
"1473","BB2","UT2","PEEC2015","fifteen","Arg-AMC","live",NA,"3",304962.443454421,-1244090.63839388,6332.70383983219,34307.2115881015,1.97163010089768e-05,0.998708050779953,5,44.5900274725275,6.83925219921231
"1474","BB2","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"1",104469.387708476,-372329.905871602,1987.16431849888,10798.1858135476,1.51579175807691e-05,0.998915724695026,5,44.5900274725275,2.34288682088929
"1475","BB2","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"2",115057.205190897,-413643.28794433,4559.23566876499,24792.7930474359,0.000136444455033092,0.995311469928924,5,44.5900274725275,2.5803349249288
"1476","BB2","UT2","PEEC2015","fifteen","Gly-AMC","live",NA,"3",105224.224311619,-374859.221625252,779.540948114554,4242.00497711563,8.96508772808892e-07,0.999835374861579,5,44.5900274725275,2.35981519357548
"1477","BB2","UT2","PEEC2015","fifteen","Gly-AMC","killed",NA,"4",22467.7176148047,-18518.7827278959,1959.88222520692,10682.2770948019,0.00142466646278745,0.977681716848321,5,44.5900274725275,0.503873150305802
"1478","BB2","UT2","PEEC2015","fifteen","Leu-AMC","live",NA,"3",652506.428831453,-2855412.09064434,33666.4960549711,177741.616812455,0.00265152822019783,0.994703974161507,4,44.5900274725275,14.6334610184636
"1479","BB2","UT2","PEEC2015","fifteen","Pyr-AMC","live",NA,"1",21398.9830315454,7246.05208214716,1266.00056986793,6938.11178379227,0.000450970020361382,0.989608785009411,5,44.5900274725275,0.479905132256973
